,brand,mile,name,fuel,price,year,model,location,color
304,벤츠,98071,E-클래스 W212,디젤,2899,2015,E250 블루텍 4MATIC 아방가르드,광주,검정색
305,아우디,60797,뉴 A6,가솔린,3180,2016,40 TFSI 콰트로 스포츠,경기,검정색
306,포르쉐,29000,카이엔 (PO536),가솔린,14300,2020,3.0 쿠페,서울,검정색
307,포르쉐,19224,718 박스터,가솔린,10500,2020,S 2.5,부산,검정색
308,아우디,106333,뉴 A8,디젤,2750,2013,4.2 TDI 콰트로 LWB,부산,검정색
309,캐딜락,100293,CT6,가솔린,3090,2017,3.6 프리미엄 AWD,경기,검정색
310,아우디,115959,Q5,디젤,2180,2015,35 TDI 콰트로,경기,검정색
311,BMW,200,X5 (G05),가솔린+전기,9420,2021,xDrive 45e M 스포츠,인천,검정색
312,벤츠,22028,S-클래스 W222,가솔린,23120,2018,마이바흐 S650,서울,검정색
313,벤츠,147030,S-클래스 W221,가솔린,1990,2011,S350L 블루이피션시,경기,검정색
314,포르쉐,99492,파나메라,가솔린,3849,2010,4.8 4S,서울,검정색
315,벤츠,30500,E-클래스 W213,디젤,5900,2018,E220d 카브리올레,경기,검정색
316,험머,124349,H3,가솔린,1920,2007,3.7,광주,검정색
317,BMW,153911,5시리즈 (F10),가솔린,1380,2011,528i,경기,검정색
318,벤츠,115294,S-클래스 W222,가솔린,9210,2018,S560L 4MATIC,서울,검정색
319,벤츠,578,S-클래스 W223,가솔린,21600,2021,S580L 4MATIC,인천,검정색
320,BMW,146498,7시리즈 (E65),가솔린,560,2006,730Li,경기,검정색
321,BMW,137357,X6 (F16),디젤,4299,2016,xDrive 40d,경기,검정색
322,BMW,146327,6시리즈 (F12),가솔린,3580,2011,650i 컨버터블,광주,검정색
323,벤츠,85800,C-클래스 W205,가솔린,3799,2017,C200 쿠페,경기,검정색
324,벤츠,17106,S-클래스 W222,디젤,11390,2020,S350 d 4MATIC AMG Line,경기,검정색
325,벤츠,7000,G-클래스 W463b,가솔린,24300,2021,AMG G63 에디션,서울,검정색
326,랜드로버,64600,레인지로버 4세대,디젤,12820,2018,4.4 SDV8 AB 디젤,경기,검정색
327,벤츠,80872,A-클래스 W176,가솔린,1999,2017,A200,서울,검정색
328,인피니티,82219,Q50,디젤,1580,2016,2.2d 프리미엄,경기,검정색
329,벤츠,75620,E-클래스 W213,가솔린,4450,2017,E300 4MATIC 아방가르드,경기,검정색
330,BMW,3790,Z4 (G29),가솔린,8350,2021,M40i,경기,검정색
331,험머,126171,H3,가솔린,1850,2006,3.5,경기,검정색
332,BMW,26285,i3,전기,3170,2018,솔+,경기,검정색
333,벤츠,100246,E-클래스 W212,디젤,2300,2016,E220 블루텍 아방가르드 스포츠,경기,검정색
334,포르쉐,83000,뉴 카이엔,디젤,6850,2016,3.0 디젤,경기,검정색
335,벤츠,135950,S-클래스 W222,디젤,5290,2014,S350L 블루텍,경기,검정색
336,포드,88279,익스플로러,가솔린,2580,2016,2.3 리미티드 4WD,경기,검정색
337,BMW,5621,X6 (G06),가솔린,12980,2021,M50i,경기,검정색
338,벤츠,129036,E-클래스 W213,디젤,3370,2017,E220d 익스클루시브,경기,검정색
339,미니,67034,쿠퍼 D,디젤,2090,2017,5도어 HIGH,경기,검정색
340,볼보,88755,XC90 2세대,디젤,6250,2017,D5 인스크립션,경기,검정색
341,미니,19362,쿠퍼 S 클럽맨,가솔린,3200,2019,기본형,광주,검정색
342,렉서스,170729,LS460L,가솔린,2730,2015,5인승,경기,검정색
343,벤츠,2000,AMG GT,가솔린,14385,2021,4도어 43 4MATIC+,경기,검정색
344,링컨,38972,MKC,가솔린,2090,2015,2.0 AWD,경기,검정색
345,렉서스,58322,LS500h 5세대,가솔린+전기,8350,2018,3.5 플래티넘 AWD,경기,검정색
346,폭스바겐,121981,골프 7세대,디젤,990,2015,1.6 TDI,경기,검정색
347,링컨,84899,뉴 MKX,가솔린,1390,2013,3.7 AWD,경기,검정색
348,벤츠,26143,E-클래스 W213,디젤,4700,2018,E220d 4MATIC 익스클루시브,경기,검정색
349,BMW,10015,3시리즈 GT (F34),디젤,4320,2021,GT 320d M 스포츠 프리미엄,경기,검정색
350,BMW,85010,7시리즈 (G11),가솔린,6850,2016,750Li xDrive 비전 100 에디션,부산,검정색
351,BMW,85064,X6 (F16),디젤,4450,2015,xDrive 30d,경기,검정색
352,BMW,93642,7시리즈 (F01),가솔린,1700,2010,740Li,경기,검정색
353,벤츠,651,E-클래스 W213,가솔린,5151,2021,E250 아방가르드,경기,검정색
354,혼다,14667,어코드 10세대,가솔린,3220,2020,2.0 터보 스포츠,경기,검정색
355,BMW,46810,4시리즈 (F32),가솔린,3850,2016,428i M 스포츠 컨버터블,경기,검정색
356,BMW,10043,3시리즈 GT (F34),디젤,3770,2020,GT 320d,경기,검정색
357,람보르기니,5445,우라칸,가솔린,39500,2020,에보 5.2 스파이더,경기,검정색
358,닷지,47506,램픽업,가솔린,6200,2017,5.7,인천,검정색
359,지프,10084,레니게이드,가솔린,3240,2021,2.4 리미티드,인천,검정색
360,랜드로버,65704,레인지로버 이보크,디젤,3200,2017,2.0 TD4 HSE,경기,검정색
361,미니,99500,쿠퍼,가솔린,830,2010,메이페어,경기,검정색
362,지프,105094,랭글러 (JK),디젤,2880,2013,2.8 디젤 사하라 4도어,경기,검정색
363,BMW,50235,X3 (F25),디젤,2250,2012,xDrive 20d 하이,경기,검정색
364,벤츠,167168,S-클래스 W222,디젤,4849,2016,S350 d 4MATIC,서울,검정색
365,캐딜락,47971,CT6,가솔린,2840,2016,3.6 프리미엄 AWD,경기,검정색
366,렉서스,115779,뉴 ES300h,가솔린+전기,1650,2014,슈프림,경기,검정색
367,미니,4686,쿠퍼 S 컨트리맨,가솔린,4790,2021,ALL4,경기,검정색
368,지프,32915,레니게이드,디젤,1770,2018,2.0 디젤 트레일호크 AWD,경기,검정색
369,벤츠,62402,E-클래스 W213,디젤,5760,2017,E220d 쿠페,경기,검정색
370,링컨,144654,MKS,가솔린,350,2009,3.7,경기,검정색
371,BMW,3238,3시리즈 (G20),가솔린,4990,2021,320i 투어링 럭셔리,경기,검정색
372,아우디,82134,뉴 A3,가솔린,1490,2015,35 TFSI 다이나믹,경기,검정색
373,벤츠,60759,E-클래스 W212,가솔린,1499,2012,E350 4MATIC 아방가르드,대구,검정색
374,아우디,23067,TT (8S),가솔린,4699,2016,로드스터 45 TFSI 콰트로,경기,검정색
375,BMW,200431,X6 (E71),디젤,1860,2011,30d,대구,검정색
376,아우디,85564,A4 (B9),가솔린,2120,2016,45 TFSI 프리미엄,광주,검정색
377,벤츠,60712,E-클래스 W213,가솔린,4950,2017,E300 4MATIC 익스클루시브,경기,검정색
378,포드,14267,익스플로러 6세대,가솔린,5040,2020,2.3 리미티드 4WD,대구,검정색
379,지프,44200,레니게이드,디젤,2400,2018,2.0 디젤 트레일호크 AWD,인천,검정색
380,크라이슬러,205909,더 뉴 300C,디젤,750,2012,3.0 디젤,경기,검정색
381,BMW,93446,3시리즈 (E90),가솔린,899,2011,320i 세단,서울,검정색
382,BMW,29106,5시리즈 (G30),가솔린,4450,2018,530i 럭셔리 플러스,광주,검정색
383,BMW,3790,Z4 (G29),가솔린,8350,2021,M40i,경기,검정색
384,BMW,7578,5시리즈 (G30),가솔린,8580,2021,M550i xDrive,서울,검정색
385,아우디,29000,Q7 (4M),가솔린,2750,2019,45 TFSI 콰트로,서울,검정색
386,벤츠,7000,E-클래스 W213,가솔린,4588,2020,E300 4MATIC 익스클루시브,서울,검정색
387,벤츠,1300,C-클래스 W205,가솔린,3262,2021,C200 AMG Line,서울,검정색
388,벤츠,20500,CLA-클래스 C118,가솔린,3417,2020,CLA250 4MATIC,서울,검정색
389,BMW,10450,X6 (G06),디젤,7091,2021,xDrive30d M 스포츠,서울,검정색
390,캐딜락,27000,에스컬레이드,가솔린,8242,2020,6.2,서울,검정색
391,아우디,117953,뉴 A6,디젤,1530,2013,3.0 TDI 콰트로,부산,검정색
392,렉서스,47739,LS500 5세대,가솔린,7790,2018,3.5 플래티넘 AWD,대구,검정색
393,렉서스,10972,ES300h 7세대,가솔린+전기,5580,2021,이그제큐티브,대구,검정색
394,벤츠,79588,CLS-클래스 W218,가솔린,4750,2014,CLS63 AMG,경기,검정색
395,BMW,190000,7시리즈 (F01),디젤,2500,2014,730d xDrive,대구,검정색
396,아우디,87267,A7,가솔린,2890,2012,3.0 TFSI 콰트로 프레스티지,경기,검정색
397,벤츠,5098,GLC-클래스 X253,가솔린+전기,6890,2021,GLC300e 4MATIC,경기,검정색
398,벤츠,61279,S-클래스 W222,가솔린,8990,2016,S63 AMG 4MATIC,전북,검정색
399,벤츠,1746,A-클래스 W177,가솔린,6390,2021,AMG A45 4MATIC+ 해치백,경기,검정색
400,스마트,64689,포투 카브리오,가솔린,1485,2015,패션 MHD,경기,검정색
401,포드,68454,머스탱,가솔린,2630,2017,쿠페,경기,검정색
402,벤츠,30136,E-클래스 W213,가솔린,4050,2017,E300 4MATIC 아방가르드 인텔리전트 드라이브,경기,검정색
403,아우디,85564,A4 (B9),가솔린,2120,2016,45 TFSI 프리미엄,광주,검정색
404,랜드로버,65704,레인지로버 이보크,디젤,3200,2017,2.0 TD4 HSE,경기,검정색
405,지프,51496,체로키(KL),가솔린,1930,2017,2.4 론지튜드 AWD,서울,검정색
406,벤츠,144775,E-클래스 W212,디젤,2120,2015,E220 블루텍 아방가르드,대구,검정색
407,BMW,10015,3시리즈 GT (F34),디젤,4320,2021,GT 320d M 스포츠 프리미엄,경기,검정색
408,BMW,83521,5시리즈 (G30),가솔린,3600,2018,520i 럭셔리,부산,검정색
409,BMW,81147,4시리즈 (F32),디젤,2549,2016,420d 럭셔리 그란쿠페,경기,검정색
410,아우디,1584,Q8,디젤+전기,9100,2021,45 TDI 콰트로 프리미엄,서울,검정색
411,BMW,30294,5시리즈 (F10),가솔린,2880,2014,528i,경기,검정색
412,포르쉐,47500,911,가솔린,13000,2016,타르가 4 GTS,서울,검정색
413,포드,45951,뉴 토러스,가솔린,1999,2018,2.0 Limited 에코부스트,경기,검정색
414,포드,123363,뉴 토러스,가솔린,570,2011,3.5 SEL,광주,검정색
415,아우디,171010,뉴 A6,가솔린,990,2012,2.0 TFSI,인천,검정색
416,벤츠,28300,G-클래스 W463,가솔린,13300,2016,G63 AMG,서울,검정색
417,랜드로버,27915,디스커버리 스포츠,디젤,3499,2019,2.0 TD4 SE (150마력),서울,검정색
418,벤츠,37205,S-클래스 W222,가솔린,11111,2018,S450L,서울,검정색
419,벤츠,150775,S-클래스 W222,가솔린,6450,2014,S63 AMG 4MATIC,경기,검정색
420,BMW,3326,1시리즈 (F40),디젤,3390,2021,118d 스포츠,서울,검정색
421,벤츠,37167,E-클래스 W213,디젤,4599,2018,E220d 익스클루시브,경기,검정색
422,폭스바겐,9508,티구안 2세대,디젤,3690,2020,2.0 TDI 프레스티지,경기,검정색
423,볼보,88755,XC90 2세대,디젤,6250,2017,D5 인스크립션,경기,검정색
424,캐딜락,46917,CT6,가솔린,3850,2018,2.0 터보,광주,검정색
425,크라이슬러,108169,300C,가솔린,490,2007,3.5,대구,검정색
426,폭스바겐,42718,파사트 GT(B8),디젤,2599,2018,2.0 TDI 4모션 프레스티지,경기,검정색
427,아우디,118386,A7,디젤,3150,2016,50 TDI 콰트로,광주,검정색
428,폭스바겐,117120,뉴 투아렉,디젤,2870,2015,V6 3.0 TDI 블루모션,경기,검정색
429,렉서스,58322,LS500h 5세대,가솔린+전기,8350,2018,3.5 플래티넘 AWD,경기,검정색
430,BMW,151885,5시리즈 (F10),디젤,2099,2016,520d xDrive M 에어로 다이나믹,대구,검정색
431,마세라티,14208,콰트로포르테,가솔린,11800,2020,S Q4 3.0 V6 그란루쏘,서울,검정색
432,폭스바겐,121981,골프 7세대,디젤,990,2015,1.6 TDI,경기,검정색
433,지프,44200,레니게이드,디젤,2400,2018,2.0 디젤 트레일호크 AWD,인천,검정색
434,BMW,2175,X6 (G06),가솔린,10999,2021,xDrive40i M 스포츠,대구,검정색
435,BMW,107894,7시리즈 (G11),가솔린,6270,2016,750Li xDrive 비전 100 에디션,부산,검정색
436,포르쉐,115048,뉴 카이엔,가솔린,3480,2012,4.8 S,경기,검정색
437,BMW,81000,X3 (F25),디젤,2970,2016,xDrive 20d M 에어로다이나믹,경기,검정색
438,BMW,122317,5시리즈 (F10),가솔린,2999,2016,528i xDrive M 에어로다이나믹 스페셜 에디션,경기,검정색
439,벤츠,187000,S-클래스 W222,디젤,5700,2016,S350 d 4MATIC,경남,검정색
440,벤츠,114344,S-클래스 W222,가솔린,5600,2014,S500L 4MATIC,서울,검정색
441,지프,37949,그랜드 체로키,가솔린,0,2019,3.6 오버랜드,인천,검정색
442,벤츠,1900,AMG GT,가솔린,19900,2020,4도어 63 S 4MATIC+,서울,검정색
443,벤츠,47000,스프린터,디젤,4800,2013,3.0 디젤,서울,검정색
444,아우디,22000,A8 (D5),가솔린,11540,2020,55 TFSI 콰트로 LWB,인천,검정색
445,벤츠,88911,E-클래스 W212,가솔린,2050,2010,E63 AMG,대구,검정색
446,BMW,125419,5시리즈 (F10),가솔린,1950,2013,528i M 스포츠,경기,검정색
447,닷지,109781,램픽업,가솔린+LPG,5300,2015,5.7,대구,검정색
448,아우디,140978,S3,가솔린,1850,2015,2.0T 콰트로,대구,검정색
449,벤츠,124181,S-클래스 W222,디젤,5350,2014,S350L 블루텍,대구,검정색
450,랜드로버,40657,레인지로버 스포츠 2세대,디젤+전기,6350,2015,3.0 SDV6 HSE 다이나믹 하이브리드,서울,검정색
451,링컨,39013,MKX 2세대,가솔린,3190,2018,2.7 AWD,인천,검정색
452,벤츠,81621,E-클래스 W212,디젤,2530,2016,E220 블루텍 아방가르드,서울,검정색
453,BMW,106778,7시리즈 (G11),가솔린,5800,2016,750Li xDrive 프레스티지,서울,검정색
454,아우디,67964,뉴 A4,디젤,1599,2016,30 TDI 다이나믹,대구,검정색
455,벤츠,95105,C-클래스 W204,가솔린,750,2008,C230 아방가르드,경기,검정색
456,렉서스,101840,LS460,가솔린,2490,2014,AWD,인천,검정색
457,랜드로버,115887,레인지로버 4세대,디젤,5930,2016,4.4 SDV8 AB 디젤,경기,검정색
458,아우디,228318,뉴 A8,디젤,1899,2012,3.0 TDI 콰트로 LWB,경기,검정색
459,벤츠,59304,GLC-클래스 X253,가솔린,5550,2018,AMG GLC43 4MATIC,서울,검정색
460,포르쉐,175474,뉴 카이엔,디젤,3509,2014,3.0 디젤,광주,검정색
461,BMW,64780,X6 (F16),디젤,6190,2018,xDrive 30d,대구,검정색
462,벤츠,83463,C-클래스 W205,디젤,3080,2018,C220 d 아방가르드,경기,검정색
463,벤츠,91364,GLC-클래스 X253,디젤,3450,2017,GLC220 d 4MATIC 프리미엄,서울,검정색
464,아우디,400,A6 (C8),가솔린,5100,2021,45 TFSI 콰트로 프리미엄,인천,검정색
465,벤츠,196439,S-클래스 W221,가솔린,990,2007,S500L,경기,검정색
466,링컨,144941,MKS,가솔린,450,2010,3.7,경기,검정색
467,BMW,104574,7시리즈 (F01),가솔린,1590,2009,750Li,서울,검정색
468,롤스로이스,23177,레이스,가솔린,48000,2020,6.6 블랙 배지,부산,검정색
469,아우디,100191,뉴 A4,가솔린,857,2011,2.0 TFSI 콰트로 다이나믹,서울,검정색
470,렉서스,45606,NX300h,가솔린+전기,3950,2018,슈프림,서울,검정색
471,닛산,170938,알티마,가솔린,390,2009,3.5,인천,검정색
472,벤츠,19322,GLC-클래스 X253,가솔린,5790,2019,GLC300 4MATIC,경기,검정색
473,BMW,30294,5시리즈 (F10),가솔린,2880,2014,528i,경기,검정색
474,BMW,76452,3시리즈 (F30),디젤,2730,2017,320d M 스포츠,대구,검정색
475,벤츠,37167,E-클래스 W213,디젤,4599,2018,E220d 익스클루시브,경기,검정색
476,벤츠,12076,S-클래스 W222,디젤,10200,2019,S350 d,경기,검정색
477,마세라티,14208,콰트로포르테,가솔린,11800,2020,S Q4 3.0 V6 그란루쏘,서울,검정색
478,벤츠,124174,C-클래스 W205,디젤,2570,2017,C220 d 4MATIC,경기,검정색
479,BMW,100832,7시리즈 (G11),가솔린,6299,2017,740Li xDrive M 스포츠,경기,검정색
480,폭스바겐,27223,아테온,디젤,3830,2019,2.0 TDI 프레스티지,서울,검정색
481,랜드로버,111058,레인지로버 4세대,디젤,5750,2013,3.0 TDV6 Vogue SE 디젤,인천,검정색
482,벤츠,93022,E-클래스 W212,가솔린,3070,2015,E400 4MATIC,전북,검정색
483,벤츠,18792,CLA-클래스 C117,가솔린,3250,2018,CLA220 AMG Line,서울,검정색
484,캐딜락,29984,CT6,가솔린,4040,2018,2.0 터보,경기,검정색
485,지프,80759,체로키(KL),가솔린,2260,2017,2.4 론지튜드 하이 AWD,경기,검정색
486,BMW,67830,6시리즈 GT (G32),디젤,5699,2018,630d xDrive 럭셔리,경기,검정색
487,지프,123712,체로키(KL),디젤,1550,2015,2.0 디젤 론지튜드 AWD,인천,검정색
488,벤츠,14722,S-클래스 W222,가솔린+전기,13900,2020,S560eL,인천,검정색
489,벤츠,24478,S-클래스 W222,가솔린+전기,13700,2020,S560eL,인천,검정색
490,벤츠,6376,S-클래스 W222,가솔린+전기,15500,2020,S560eL,인천,검정색
491,벤츠,6692,E-클래스 W213,가솔린,5890,2019,E300 아방가르드,인천,검정색
492,벤츠,114207,E-클래스 W213,가솔린,4050,2018,E300 4MATIC 익스클루시브,경기,검정색
493,BMW,107894,7시리즈 (G11),가솔린,6270,2016,750Li xDrive 비전 100 에디션,부산,검정색
494,마세라티,95667,콰트로포르테,가솔린,5300,2016,3.0 V6,경기,검정색
495,캐딜락,61800,CTS-V,가솔린,5699,2016,V8 6.2L,경기,검정색
496,포르쉐,77818,파나메라,가솔린,4999,2011,4.8 4S,경기,검정색
497,포르쉐,129612,박스터,가솔린,2750,2007,2.7,경기,검정색
498,BMW,208494,5시리즈 (F10),디젤,1950,2016,520d xDrive M 에어로 다이나믹,경기,검정색
499,BMW,212950,3시리즈 (E90),가솔린,850,2007,335i 세단,경기,검정색
500,벤츠,34168,E-클래스 W213,가솔린+전기,5750,2019,E300e 익스클루시브,경기,검정색
501,아우디,150000,뉴 A4,가솔린,590,2011,2.0 TFSI 콰트로,경기,검정색
502,BMW,84000,7시리즈 (G11),디젤,6180,2018,730Ld xDrive M 스포츠,서울,검정색
503,캐딜락,141291,올 뉴 SRX,가솔린,920,2011,3.0 Luxury,충남,검정색
504,피아트,63192,500C,가솔린,1490,2014,1.4,경기,검정색
505,쉐보레,99037,익스프레스밴,가솔린,2680,2012,5.3 AWD,부산,검정색
506,BMW,66431,7시리즈 (G11),가솔린,6590,2017,740Li xDrive M 스포츠,경기,검정색
507,벤츠,127768,E-클래스 W212,디젤,2120,2014,E250 CDI 4MATIC,경남,검정색
508,BMW,108555,7시리즈 (G11),디젤,5040,2016,730Ld xDrive,인천,검정색
509,렉서스,139619,뉴 ES300h,가솔린+전기,1720,2014,프리미엄,경기,검정색
510,벤츠,1348,GLC-클래스 X253,가솔린,9100,2021,AMG GLC43 4MATIC 쿠페,경기,검정색
511,랜드로버,40657,레인지로버 스포츠 2세대,디젤+전기,6350,2015,3.0 SDV6 HSE 다이나믹 하이브리드,서울,검정색
512,렉서스,42356,LS500 5세대,가솔린,7150,2018,3.5 럭셔리 AWD,인천,검정색
513,벤츠,46000,E-클래스 W213,가솔린,7499,2019,E53 AMG 4MATIC+,서울,검정색
514,링컨,106138,뉴 MKX,가솔린,1080,2013,3.7 AWD,인천,검정색
515,벤츠,14000,G-클래스 W463b,가솔린,21900,2019,AMG G63,경기,검정색
516,링컨,39013,MKX 2세대,가솔린,3190,2018,2.7 AWD,인천,검정색
517,BMW,33200,7시리즈 (G11),디젤,8644,2020,740d xDrive 디자인 퓨어 엑셀런스,경기,검정색
518,지프,50487,컴패스,가솔린,1390,2014,2.4 리미티드,경기,검정색
519,벤츠,124174,C-클래스 W205,디젤,2570,2017,C220 d 4MATIC,경기,검정색
520,지프,80759,체로키(KL),가솔린,2260,2017,2.4 론지튜드 하이 AWD,경기,검정색
521,벤츠,91851,S-클래스 W222,가솔린,6190,2015,S400L 4MATIC,서울,검정색
522,폭스바겐,48242,티구안 2세대,디젤,2290,2018,2.0 TDI,대전,검정색
523,BMW,101427,7시리즈,가솔린,1170,1996,740iL,부산,검정색
524,폭스바겐,166033,뉴 투아렉,디젤,2050,2013,V6 3.0 TDI 블루모션,경기,검정색
525,벤츠,79884,S-클래스 W222,가솔린,6500,2015,S400L 4MATIC,서울,검정색
526,BMW,57713,7시리즈 (G11),디젤,6800,2018,740d xDrive M 스포츠,서울,검정색
527,랜드로버,86021,레인지로버 스포츠 2세대,디젤,5700,2015,3.0 SDV6 HSE 다이나믹,경기,검정색
