,제조사,모델명,옵션명,연식,주행거리,연료,색상,가격
275,쉐보레/대우,더뉴스파크,LT ,2019,"20,498Km",휘발유,검정,799
276,현대,제네시스DH,G330프리미엄AWD ,2016,"139,383Km",휘발유,검정,"2,140"
277,기아,모하비더마스터,3.0 4WD 마스터즈,2021,"22,062Km",경유,검정,"4,800"
278,제네시스,G80(1세대),3.3GDI 프리미엄럭셔리,2018 ,"89,394Km",휘발유,검정,"3,200"
279,현대,그랜저HG,디젤 HG220 프리미엄,2015,"93,406Km",경유,검정,"1,570"
280,제네시스,EQ900,3.8GDI AWD 프레스티지,2016,"119,943Km",휘발유,검정,"3,680"
281,기아,K5 2세대,LPI SX 프레스티지,2018,"108,263Km",LPG,검정,"1,380"
282,기아,K5 2세대,1.7디젤 MX 프레스티지,2018,"144,810Km",경유,검정,"1,260"
283,포드,토러스(6세대),2.0에코부스트 리미티드,2014,"153,310Km",휘발유,검정,750
284,쉐보레/대우,콜로라도,3.6가솔린 익스트림-X,2020,"23,842Km",휘발유,검정,"3,740"
285,쉐보레/대우,크루즈,1.8LT+ ,2014,"91,350Km",휘발유,검정,480
286,쉐보레/대우,더넥스트스파크,LS 베이직,2017,"43,351Km",휘발유,검정,500
287,쉐보레/대우,스파크,시티팝에디션 ,2015,"27,605Km",휘발유,검정,680
288,지프,그랜드체로키(4세대),3.6가솔린 오버랜드,2015,"137,506Km",휘발유,검정,"2,340"
289,제네시스,EQ900,3.8GDI AWD 프리미엄럭셔리,2016 ,"72,196Km",휘발유,검정,"3,840"
290,기아,더뉴K9(1세대),3.3GDI 이그제큐티브 ,2015,"109,582Km",휘발유,검정,"2,200"
291,쌍용,체어맨H뉴클래식,500S 최고급형,2014,"75,272Km",휘발유,검정,780
292,BMW,5시리즈(F10),520d M에어로다이내믹,2016,"99,404Km",경유,검정,"2,800"
293,기아,올뉴K7,3.3GDI 리미티드 플러스,2017,"133,403Km",휘발유,검정,"1,770"
294,벤츠,뉴SLK클래스,SLK200블루이피션시 ,2016,"36,451Km",휘발유,검정,"3,630"
295,현대,그랜저IG,2.2디젤 프리미엄,2018,"98,697Km",경유,검정,"1,920"
296,제네시스,EQ900,3.8GDI 럭셔리,2016,"116,644Km",휘발유,검정,"2,800"
297,기아,K5 2세대,2.0 SX 노블레스,2017 ,"55,300Km",휘발유,검정,"1,730"
298,현대,팰리세이드,2.2디젤2WD 익스클루시브,2021,"11,902Km",경유,검정,"4,280"
299,쉐보레/대우,더넥스트스파크,퍼팩트블랙 ,2017,"112,452Km",휘발유,검정,620
300,BMW,5시리즈 그란투리스모(F07),GT ED에디션 ,2013,"137,271Km",경유,검정,"1,820"
301,르노삼성,SM7노바,가솔린2.5 RE,2015,"96,826Km",휘발유,검정,"1,290"
302,르노삼성,뉴SM5플래티넘,디젤 1.5 D스페셜,2014,"159,259Km",경유,검정,540
303,지프,그랜드체로키(4세대),3.6가솔린 오버랜드,2014 ,"130,239Km",휘발유,검정,"2,029"
304,현대,에쿠스(신형),VS380 익스클루시브,2015,"83,843Km",휘발유,검정,"2,730"
305,쌍용,G4렉스턴,디젤 2.2 2WD 마제스티,2020,"9,900Km",경유,검정,"3,020"
306,벤츠,S클래스(W222),S400d L ,2018,"51,682Km",경유,검정,"9,700"
307,쌍용,G4렉스턴,디젤 2.2 4WD 화이트에디션,2020,"17,000Km",경유,검정,"3,190"
308,르노삼성,SM6,디젤 1.5 dCi SE,2019,"78,000Km",경유,검정,"1,330"
309,쉐보레/대우,임팔라,2.5 LTZ,2016,"126,181Km",휘발유,검정,"1,340"
310,기아,더뉴K7,2.4GDI 프레스티지,2013,"125,937Km",휘발유,검정,880
311,기아,더뉴카니발,9인승 하이리무진 프레스티지,2019,"71,775Km",경유,검정,"3,590"
312,르노삼성,SM6,2.0 GDe RE,2019,"88,375Km",휘발유,검정,"1,650"
313,제네시스,G80(1세대),3.3T-GDI AWD 스포츠,2017,"103,902Km",휘발유,검정,"3,530"
314,현대,쏘나타뉴라이즈,2.0 LPI 스타일,2018,"67,419Km",LPG,검정,"1,240"
315,포드,익스플로러(5세대),2.3리미티드AWD ,2018,"98,153Km",휘발유,검정,"2,900"
316,현대,올뉴투싼(TL),디젤2.0 2WD 모던,2017 ,"146,006Km",경유,검정,"1,460"
317,현대,그랜드스타렉스,5인승밴 스마트,2017,"156,580Km",경유,검정,"1,220"
318,현대,그랜저IG,3.0가솔린 익스클루시브 스페셜,2018,"34,141Km",휘발유,검정,"2,790"
319,아우디,뉴A6,2.0TFSI ,2012,"130,196Km",휘발유,검정,920
320,현대,그랜저IG,3.0가솔린 익스클루시브 스페셜,2018,"34,141Km",휘발유,검정,"2,790"
321,아우디,뉴A6,2.0TFSI ,2012,"130,196Km",휘발유,검정,920
322,제네시스,G80(1세대),3.3GDI AWD 프레스티지,2018,"145,000Km",휘발유,검정,"2,840"
323,기아,올뉴쏘렌토,디젤2.2 2WD 프레스티지,2015,"90,000Km",경유,검정,"1,720"
324,현대,에쿠스(신형),VS500 프레스티지,2012,"157,212Km",휘발유,검정,"1,330"
325,기아,스포티지더볼드,디젤2.0 2WD 럭셔리,2019,"129,000Km",경유,검정,"1,589"
326,기아,더K9(2세대),3.8GDI 플래티넘1,2020,"12,000Km",휘발유,검정,"3,740"
327,기아,올뉴K7 하이브리드,2.4 노블레스 스페셜,2019,"86,135Km",휘발유+전기,검정,"2,640"
328,현대,쏘나타뉴라이즈,2.0 CVVL 모던,2019,"83,897Km",휘발유,검정,"1,670"
329,기아,스팅어,2.0터보 2WD 플래티넘,2018,"81,276Km",휘발유,검정,"2,540"
330,아우디,뉴A5,3.5TDI콰트로스포츠백 ,2016,"47,000Km",경유,검정,"2,500"
331,현대,LF쏘나타,2.0 케어플러스 ,2017,"72,000Km",휘발유,검정,"1,520"
332,르노삼성,SM6,LPe RE,2017,"143,819Km",LPG,검정,"1,040"
333,현대,팰리세이드,3.8가솔린AWD 프레스티지,2021,"28,469Km",휘발유,검정,"3,940"
334,쌍용,뉴체어맨W,CW600 4트로닉 SVIP,2014,"152,115Km",휘발유,검정,"1,110"
335,현대,쏘나타뉴라이즈,1.7 디젤 모던,2018,"34,413Km",경유,검정,"2,090"
336,기아,스포티지더볼드,디젤2.0 2WD 시그니처,2020,"22,214Km",경유,검정,"2,540"
337,현대,아반떼AD,1.6GDi 스마트 기본형,2017,"64,102Km",휘발유,검정,"1,249"
338,기아,스팅어,2.2디젤 AWD 드림에디션,2018,"51,914Km",경유,검정,"3,300"
339,기아,더K9(2세대),3.8GDI 플래티넘1,9999,"76,995Km",LPG겸용,검정,"3,830"
340,기아,올뉴K7,2.4GDI 노블레스,2019,"46,218Km",휘발유,검정,"2,590"
341,현대,아슬란,G300 모던 ,2015,"149,764Km",휘발유,검정,"1,270"
342,벤츠,GLC클래스(X253),AMG GLC43 4MATIC ,2017,"50,084Km",휘발유,검정,"5,420"
343,현대,LF쏘나타 하이브리드,2.0 HEV 프리미엄,2016,"135,426Km",휘발유+전기,검정,"1,280"
344,푸조,508SW(1세대),1.6e-HDi 악티브,2012,"122,394Km",경유,검정,880
345,쌍용,코란도C,클러비4WD 파크,2011,"98,529Km",경유,검정,740
346,르노삼성,뉴SM5(신형),LPLi LE,2012,"136,507Km",LPG,검정,450
347,캐딜락,CT6,3.6 프리미엄,2017,"67,000Km",휘발유,검정,"3,440"
348,현대,그랜저IG,2.4가솔린 프리미엄,2018,"146,267Km",휘발유,검정,"1,500"
349,르노삼성,QM6,디젤4WD RE시그니처,2016 ,"44,866Km",경유,검정,"1,949"
350,아우디,A8(D5),L 55TFSI콰트로 기본형,2020,"6,690Km",휘발유+전기,검정,"10,600"
351,기아,쏘렌토R,디젤2.0 2WD TLX 최고급형,2012,"88,934Km",경유,검정,"1,200"
352,포드,익스플로러(5세대),3.5리미티드AWD ,2015,"156,413Km",휘발유,검정,"1,560"
353,지프,그랜드체로키(3세대),3.0디젤 오버랜드,2018,"52,235Km",경유,검정,"4,040"
354,벤츠,E클래스(W213),E220d아방가르드 ,2017,"93,387Km",경유,검정,"3,250"
355,현대,그랜저HG,LPG HG300 모던,2014,"133,000Km",LPG,검정,"1,100"
356,재규어,XJ(X351),3.0슈퍼차저 프리미엄럭셔리,2013,"83,820Km",휘발유,검정,"2,540"
357,쉐보레/대우,어메이징뉴크루즈,1.8LTZ ,2016,"95,805Km",휘발유,검정,810
358,현대,제네시스,BH330그랜드 프라임팩,2012,"100,235Km",휘발유,검정,"1,080"
359,르노삼성,SM5노바,가솔린 2.0 PE,2017,"114,000Km",휘발유,검정,669
360,현대,쏘나타뉴라이즈,2.0 CVVL 모던,2018,"33,419Km",휘발유,검정,"1,810"
361,현대,그랜저IG,3.0가솔린 익스클루시브,2018 ,"73,153Km",휘발유,검정,"2,320"
362,벤츠,E클래스(W213),E220d익스클루시브 ,2017 ,"80,005Km",경유,검정,"4,030"
363,르노삼성,SM5노바,가솔린 2.0 PE,2017,"114,000Km",휘발유,검정,669
364,현대,쏘나타뉴라이즈,2.0 CVVL 스마트,2018,"124,000Km",휘발유,검정,"1,209"
365,제네시스,G90,3.8AWD 럭셔리,2019,"60,773Km",휘발유,검정,"5,800"
366,기아,모하비,2WD KV300 최고급형,2012,"99,000Km",경유,검정,"1,760"
367,쌍용,티볼리,디젤 2WD VX,2016,"98,722Km",경유,검정,885
368,벤츠,S클래스(W222),S500L ,2016,"96,000Km",휘발유,검정,"6,640"
369,제네시스,EQ900,3.8GDI AWD 럭셔리,2018,"100,274Km",휘발유,검정,"3,750"
370,르노삼성,SM3네오(2세대),가솔린1.6 R4U에디션,2015,"77,154Km",휘발유,검정,670
371,르노삼성,뉴SM5플래티넘,가솔린 2.0 SE 파노라마,2014,"115,698Km",휘발유,검정,480
372,기아,카니발R,그랜드카니발하이리무진GLX 프리미엄,2011,"125,147Km",경유,검정,"1,120"
373,링컨,MKX(1세대),3.7AWD ,2013,"106,131Km",휘발유,검정,"1,110"
374,현대,그랜저IG,2.4가솔린 프리미엄 스페셜,2018,"96,322Km",휘발유,검정,"2,180"
375,벤츠,S클래스(W222),S350d 4MATIC ,2018,"56,868Km",경유,검정,"9,140"
376,기아,더뉴카니발,11인승 프레스티지,2020,"45,458Km",경유,검정,"2,540"
377,르노삼성,SM6,2.0 GDe RE,2017,"32,695Km",휘발유,검정,"1,960"
378,현대,그랜저IG 하이브리드,프리미엄 ,2018,"99,846Km",휘발유+전기,검정,"2,240"
379,쉐보레/대우,임팔라,3.6 LTZ,2017,"152,155Km",휘발유,검정,"1,280"
380,포르쉐,박스터(981),3.4S ,201410,"68,206Km",휘발유,검정,"6,350"
381,현대,그랜저IG,2.4가솔린 익스클루시브 스페셜,1703,"50,789Km",휘발유,검정,"2,430"
382,르노삼성,SM6,1.6 TCe RE,2019,"42,580Km",휘발유,검정,"1,860"
383,기아,모하비,4WD QV300 ,2014,"69,000Km",경유,검정,"1,860"
384,르노삼성,SM6,2.0 GDe SE,2019,"45,000Km",휘발유,검정,"1,450"
385,르노삼성,SM6,디젤 1.5 dCi SE,2017,"83,000Km",경유,검정,"1,220"
386,기아,더뉴K5 2세대,1.7디젤 프레스티지,2019,"87,000Km",경유,검정,"1,500"
387,쉐보레/대우,알페온,CL300 디럭스,2014,"158,563Km",휘발유,검정,620
388,르노삼성,SM7노바,가솔린2.5 LE,2015,"149,988Km",휘발유,검정,880
389,기아,더K9(2세대),3.8GDI 플래티넘1,2019,"30,203Km",휘발유,검정,"3,600"
390,현대,그랜저IG 하이브리드,익스클루시브 스페셜,2019,"38,101Km",휘발유+전기,검정,"3,280"
391,BMW,5시리즈(G30),530i xDrive M스포츠플러스,2020,"11,591Km",휘발유,검정,"6,140"
392,벤츠,S클래스(W221),S500CGIL 데지뇨에디션,2013 ,"154,161Km",휘발유,검정,"3,240"
393,제네시스,G80(1세대),3.3GDI 럭셔리스페셜,2020,"55,232Km",휘발유,검정,"3,870"
394,제네시스,EQ900,3.8GDI 럭셔리,2016,"117,000Km",휘발유,검정,"2,990"
395,기아,스포티지4세대(QL),디젤1.7 2WD 트렌디,2017,"67,616Km",경유,검정,"1,570"
396,아우디,Q5,3.0TDI콰트로 다이나믹,2012,"152,360Km",경유,검정,"1,460"
397,현대,제네시스DH,G330모던 ,2016,"82,355Km",휘발유,검정,"2,200"
398,기아,K7프리미어,3.0LPi 프레스티지,2020,"24,706Km",LPG,검정,"3,040"
399,제네시스,G80(1세대),3.3GDI 럭셔리스페셜,2020,"23,000Km",휘발유,검정,"4,090"
400,기아,올뉴K7,3.3GDI 리미티드 플러스,2017,"82,918Km",휘발유,검정,"2,080"
401,제네시스,G80(1세대),3.3GDI 럭셔리스페셜,2020,"23,000Km",휘발유,검정,"4,090"
402,렉서스,ES,300h 프리미엄,2017,"110,000Km",휘발유+전기,검정,"2,680"
403,현대,에쿠스(신형),VS500 프레스티지,2012,"154,000Km",휘발유,검정,"1,090"
404,르노삼성,SM6,2.0 GDe SE,2020,"25,332Km",휘발유,검정,"1,600"
405,기아,쏘울,1.6GDI 럭셔리 기본형,2013 ,"127,469Km",휘발유,검정,770
406,BMW,5시리즈(F10),528i xDrive 럭셔리,2015,"67,961Km",휘발유,검정,"2,840"
407,현대,그랜저IG,2.4가솔린 프리미엄,2017,"69,892Km",휘발유,검정,"2,010"
408,현대,코나,1.6디젤 2WD 스마트,2018,"67,484Km",경유,검정,"1,710"
409,쌍용,렉스턴스포츠,디젤2.2 2WD 어드벤처,2019,"158,470Km",경유,검정,"1,700"
410,현대,그랜저IG,3.0가솔린 익스클루시브,2018,"82,408Km",휘발유,검정,"2,020"
411,인피니티,Q70,3.0d ,2015,"152,489Km",경유,검정,"1,480"
412,기아,올뉴카니발,9인승 노블레스,2018,"39,572Km",경유,검정,"2,790"
413,BMW,X4(G02),xDrive20d 기본형,2017,"126,879Km",경유,검정,"3,100"
414,볼보,S90,D5AWD 모멘텀,2019,"11,679Km",경유,검정,"4,600"
415,벤츠,E클래스(W213),E300 AMG Line ,2017,"50,971Km",휘발유,검정,"4,840"
416,기아,올뉴K7,3.3GDI 노블레스,2017,"52,552Km",휘발유,검정,"2,180"
417,제네시스,G80(1세대),3.3GDI AWD 럭셔리,2017,"96,000Km",휘발유,검정,"2,399"
418,스마트,포투카브리오(3세대),카브리오 ,2013,"70,000Km",휘발유,검정,"1,470"
419,현대,그랜저IG,3.0LPi 모던베이직,2017,"102,035Km",LPG,검정,"1,660"
420,기아,올뉴K7,3.0LPI 럭셔리,2017,"104,106Km",LPG,검정,"1,610"
421,BMW,X5(F15),xDrive30d 기본형,2017,"76,573Km",경유,검정,"4,940"
422,현대,그랜저IG,2.4가솔린 프리미엄,2018,"75,738Km",휘발유,검정,"2,150"
423,현대,싼타페DM,디젤(e-VGT)2.0 2WD프리미엄 ,2015,"63,963Km",경유,검정,"1,750"
424,현대,팰리세이드,2.2디젤2WD 프레스티지,2020,"21,842Km",경유,검정,"4,000"
425,기아,K5 2세대,2.0 MX 프레스티지,2017 ,"58,481Km",휘발유,검정,"1,430"
426,기아,스팅어,2.0터보 2WD 드림에디션,2018,"34,243Km",휘발유,검정,"3,110"
427,기아,K9(1세대),3.3GDI 이그제큐티브 ,2014,"146,659Km",휘발유,검정,"1,710"
428,BMW,5시리즈(F10),520d M에어로다이내믹,2016,"132,416Km",경유,검정,"2,230"
429,기아,더뉴K9(1세대),3.3GDI 이그제큐티브 ,2016 ,"104,880Km",휘발유,검정,"2,290"
430,기아,K3,노블레스 ,2015,"46,969Km",휘발유,검정,"1,220"
431,현대,그랜저HG,가솔린 HG240 럭셔리,2012 ,"116,000Km",휘발유,검정,860
432,기아,올뉴카니발,11인승 하이리무진 프레스티지,2017,"145,286Km",경유,검정,"2,199"
433,쌍용,코란도투리스모,11인승 4WD 샤또 하이리무진,2014 ,"133,537Km",경유,검정,"1,420"
434,기아,스포티지4세대(QL),디젤1.7 2WD 트렌디,2016,"38,152Km",경유,검정,"1,660"
435,현대,그랜드스타렉스,5인승밴 스마트,2017,"64,918Km",경유,검정,"1,780"
436,현대,그랜드스타렉스,5인승밴 모던,2016,"107,214Km",경유,검정,"1,520"
437,렉서스,LS,460AWD XF40,2014,"101,738Km",휘발유,검정,"2,540"
438,현대,LF쏘나타,2.0 케어플러스 ,2017 ,"4,930Km",휘발유,검정,"1,680"
439,제네시스,EQ900,3.8GDI AWD 프레스티지,2017,"138,124Km",휘발유,검정,"3,640"
440,기아,더뉴K5,LPI디럭스 ,2014,"149,906Km",LPG,검정,720
441,현대,LF쏘나타,2.0 케어플러스 ,2017 ,"4,930Km",휘발유,검정,"1,680"
442,캐딜락,ATS,2.0T 프리미엄,2017,"29,566Km",휘발유,검정,"1,930"
443,기아,더뉴카니발,9인승 럭셔리,2019,"58,095Km",경유,검정,"2,330"
444,현대,그랜저IG,2.4가솔린 프리미엄 스페셜,2018,"68,657Km",휘발유,검정,"2,140"
445,현대,제네시스DH,G330프리미엄AWD ,2016,"60,308Km",휘발유,검정,"3,100"
446,현대,LF쏘나타,2.0 스마트 ,2015,"87,502Km",휘발유,검정,"1,330"
447,현대,쏘나타DN8,가솔린 2.0 스마트,2020,"19,317Km",휘발유,검정,"2,060"
448,푸조,508(2세대),2.0BlueHDi GTLine,2019,"74,106Km",경유,검정,"2,790"
449,기아,올뉴모닝(JA),터보 프레스티지,2018,"14,493Km",휘발유,검정,"1,180"
450,기아,올뉴K7,3.0LPI 프레스티지,2016,"59,859Km",LPG,검정,"1,970"
451,현대,아반떼AD,1.6디젤 프리미엄 ,2016,"137,693Km",경유,검정,"1,060"
452,벤츠,뉴E클래스,E220CDI아방가르드 W212,2015,"41,728Km",경유,검정,"2,150"
453,기아,K8,"2,4 가솔린 시그니처",2022,"1,184Km",휘발유,검정,"4,030"
454,미니,미니3도어(3세대),JCW ,2018,"27,418Km",휘발유,검정,"3,130"
455,현대,쏘나타DN8,가솔린 2.0 스마트,2020,"12,702Km",휘발유,검정,"1,980"
456,기아,올뉴K7,2.2디젤 프레스티지,2018,"93,198Km",경유,검정,"1,810"
457,기아,스팅어,3.3터보 AWD GT,2018,"55,026Km",휘발유,검정,"3,320"
458,기아,올뉴카니발,가솔린 7인승 하이리무진 프레지던트,2016,"146,965Km",휘발유,검정,"2,570"
459,미니,클럽맨(2세대),쿠퍼 HIGH,2019 ,"14,327Km",휘발유,검정,"2,630"
460,기아,올뉴쏘렌토,디젤2.0 2WD 프레스티지,2016,"110,347Km",경유,검정,"1,759"
461,현대,그랜저IG,2.4가솔린 프리미엄,2019,"17,354Km",휘발유,검정,"2,640"
462,제네시스,EQ900,5.0GDI AWD 프레스티지,2016,"112,849Km",휘발유,검정,"3,740"
463,쉐보레/대우,임팔라,2.5 프리미어,2018,"34,345Km",휘발유,검정,"2,230"
464,쉐보레/대우,더뉴트랙스,디젤 1.6 프리미어 ,2018,"16,919Km",경유,검정,"1,630"
465,랜드로버,레인지로버(4세대),3.0TDV6 보그SE,2013,"111,055Km",경유,검정,"6,000"
466,기아,올뉴카니발,9인승 럭셔리,2018,"92,927Km",경유,검정,"1,770"
467,현대,아반떼AD,1.6GDi 밸류플러스 ,2018,"44,901Km",휘발유,검정,"1,300"
468,쉐보레/대우,더뉴트랙스,1.4 프리미어 ,2018,"63,000Km",휘발유,검정,"1,560"
469,푸조,308(2세대),1.6BlueHDi GTLine,2021,"6,000Km",경유,검정,"2,700"
470,기아,올뉴카니발,9인승 하이리무진 프레스티지,2017,"72,420Km",경유,검정,"5,000"
471,현대,그랜저IG,2.4가솔린 모던,2017,"77,982Km",휘발유,검정,"1,890"
472,제네시스,G80(1세대),3.3GDI AWD 프레스티지,2018 ,"92,738Km",휘발유,검정,"3,500"
473,제네시스,G80(1세대),3.3GDI 럭셔리,2018,"36,535Km",휘발유,검정,"2,800"
474,쉐보레/대우,아베오,1.4 터보 퍼팩트블랙 ,2016,"69,313Km",휘발유,검정,750
475,기아,모하비,4WD QV300 최고급형,2014 ,"96,988Km",경유,검정,"1,820"
476,기아,스팅어,2.0터보 2WD 플래티넘,2018,"86,382Km",휘발유,검정,"2,600"
477,현대,그랜드스타렉스,4WD12인승왜건 스마트,2018,"101,000Km",경유,검정,"1,560"
478,쉐보레/대우,올뉴말리부,가솔린1.5터보LT 기본형,2017,"23,522Km",휘발유,검정,"1,570"
479,현대,그랜저IG,3.0가솔린 익스클루시브,2018,"109,979Km",휘발유,검정,"2,060"
480,마세라티,콰트로포르테,SQ4 3.0 V6 ,2014,"142,384Km",휘발유,검정,"4,380"
481,르노삼성,SM6,LPe SE,2016,"97,000Km",LPG,검정,"1,070"
482,폭스바겐,티구안(1세대),2.0TDI블루모션 프리미엄,2016 ,"42,737Km",경유,검정,"2,190"
483,현대,그랜저IG,2.4가솔린 프리미엄,2017,"57,728Km",휘발유,검정,"2,190"
484,현대,그랜저IG,3.0가솔린 모던 베이직,2017,"59,466Km",휘발유,검정,"1,960"
485,현대,쏘나타뉴라이즈,2.0 CVVL 프리미엄 스페셜,2019 ,"72,675Km",휘발유,검정,"1,760"
486,랜드로버,레인지로버(4세대),4.4TDV8 보그SE,2014 ,"95,300Km",경유,검정,"6,750"
487,현대,제네시스DH,G330프리미엄AWD ,2015,"155,385Km",휘발유,검정,"1,800"
488,르노삼성,올뉴SM7,가솔린2.5 LE 기본형,2012,"152,779Km",휘발유,검정,550
489,제네시스,G80(1세대),3.3GDI 프리미엄럭셔리,2017,"109,690Km",휘발유,검정,"2,550"
490,랜드로버,레인지로버이보크(1세대),2.0TD4 SE,2018,"70,281Km",경유,검정,"3,540"
491,르노삼성,SM6,2.0 GDe SE,2017,"102,355Km",휘발유,검정,"1,110"
492,기아,더뉴K7,2.4GDI 프레스티지,2015,"116,835Km",휘발유,검정,"1,350"
493,기아,올뉴카니발,9인승 프레스티지,2015,"170,000Km",경유,검정,"1,490"
494,현대,그랜저HG,가솔린 HG240 럭셔리,2011,"124,823Km",휘발유,검정,750
495,기아,스포티지R,디젤2WD TLX 최고급형,2011,"85,646Km",경유,검정,"1,020"
496,기아,스포티지R,디젤2WD TLX 고급형,2011,"121,109Km",경유,검정,590
497,현대,그랜저IG,3.3가솔린 셀러브리티,2018,"165,044Km",휘발유,검정,"1,890"
498,기아,올뉴쏘렌토,디젤2.2 2WD 노블레스 스페셜,2015,"136,280Km",경유,검정,"1,950"
499,쌍용,렉스턴스포츠,디젤2.2 2WD 와일드,2019,"82,841Km",경유,검정,"9,999"
