,brand,name,info,type,km,year,color,location,accident,price
2348,쉐보레(GM대우),마티즈 크리에이티브,그루브스타,가솔린,43106,2011,분홍색,경북,단순사고(접촉),390
2349,폭스바겐,골프 7세대,2.0 GTI,가솔린,127576,2014,빨간색,서울,단순교환,1620
2350,현대,그랜저 IG 하이브리드,익스클루시브세부등급 없음,가솔린+전기,63817,2018,검정색,경기/인천,무사고,2830
2351,BMW,X6 (F16),xDrive 30d,디젤,77933,2017,진주색,경기/인천,무사고,5360
2352,기아,K8,가솔린 3.5 2WD시그니처,가솔린,5417,2022,은색,경기/인천,무사고,4710
2353,현대,그랜저 IG,2.4 모던,가솔린,48229,2017,청색,서울,무사고,1970
2354,쉐보레(GM대우),트레일블레이저,1.3 가솔린 터보 2WD프리미어,가솔린,10966,2022,검정색,경기/인천,사고,2130
2355,르노삼성,SM7 노바,2.5 V6,가솔린,63102,2017,흰색,경기/인천,무사고,1630
2356,쌍용,G4 렉스턴,디젤 2.2 4WD헤리티지 스폐셜,디젤,22144,2020,검정색,경남,무사고,3340
2357,기아,올 뉴 K7,2.4 GDI 리미티드,가솔린,38195,2017,쥐색,경기/인천,무사고,2180
2358,제네시스,G70,2.0T엘리트,가솔린,33712,2019,흰색,서울,무사고,3730
2359,현대,아반떼 AD,1.6 GDI 모던스페셜,가솔린,30939,2017,청색,경기/인천,무사고,1520
2360,기아,올 뉴 카니발,9인승 럭셔리,디젤,101777,2015,진주색,경기/인천,무사고,1640
2361,기아,더 뉴 쏘렌토,디젤 2.0 2WD노블레스,디젤,33375,2019,흰색,경북,무사고,2970
2362,쌍용,렉스턴 스포츠 칸,디젤 2.2 4WD (다이내믹 5링크)노블레스,디젤,32320,2020,쥐색,경기/인천,무사고,2990
2363,쉐보레(GM대우),올 뉴 말리부,2.0 터보 퍼펙트 블랙,가솔린,83483,2017,검정색,서울,무사고,1890
2364,벤츠,S-클래스 W222,S560L 4MATIC,가솔린,47548,2018,검정색,서울,무사고,12200
2365,기아,스포티지 4세대,디젤 1.7 2WD 트렌디,디젤,119301,2016,흰색,경기/인천,무사고,1200
2366,미니,쿠퍼 클럽맨(2세대),S JCW,가솔린,11665,2020,빨간색,경기/인천,무사고,3940
2367,혼다,시빅,1.8 EX9세대,가솔린,43227,2015,흰색,서울,무사고,1270
2368,기아,쏘렌토 4세대,디젤 2.2 2WD노블레스,디젤,24571,2021,흰색,충남,무사고,3730
2369,르노삼성,SM7 노바,LPLI 2.0 LPe세부등급없음,LPG,47456,2016,쥐색,경북,무사고,1320
2370,기아,K7 프리미어 하이브리드,노블레스,가솔린+전기,35887,2020,흰색,경기/인천,무사고,3540
2371,르노삼성,SM6,2.0 LPe PE (렌터카),LPG,134789,2017,흰색,경기/인천,무사고,930
2372,아우디,A5,2.0 TDI 콰트로 스포츠백8TA,디젤,86222,2014,쥐색,경기/인천,단순교환,1690
2373,BMW,5시리즈 (G30),520d xDrive M 스포츠 플러스,디젤,74544,2017,쥐색,경남,무사고,4130
2374,현대,투싼 ix,가솔린 2WD LX20프리미어,가솔린,121298,2011,진주색,경북,단순사고(접촉),1120
2375,현대,코나,디젤 1.6 2WD모던,디젤,35535,2018,빨간색,경기/인천,무사고,1740
2376,기아,K7 프리미어,가솔린 2.5노블레스,가솔린,15840,2020,흰색,경기/인천,단순교환,3190
2377,제네시스,EQ900,3.8 GDI럭셔리,가솔린,80924,2016,검정색,경기/인천,무사고,3190
2378,현대,제네시스 DH,G330 프리미엄 AWD,가솔린,107755,2015,검정색,경기/인천,단순교환,2280
2379,현대,아반떼 AD,1.6 GDI 스타일,가솔린,71918,2016,흰색,경남,무사고,1230
2380,볼보,XC90 2세대,D5 인스크립션,디젤,63359,2018,쥐색,경기/인천,무사고,6950
2381,현대,엑센트(신형),1.4 VVT 모던,가솔린,9852,2018,흰색,경기/인천,단순사고(접촉),970
2382,현대,그랜저 IG,2.4 프리미엄세부등급 없음,가솔린,41299,2019,흰색,서울,무사고,2760
2383,현대,그랜저 IG,2.4 프리미엄세부등급 없음,가솔린,84658,2017,흰색,경기/인천,무사고,1890
2384,쉐보레(GM대우),임팔라,2.5 LTZ,가솔린,56305,2017,검정색,경기/인천,단순사고(접촉),1750
2385,기아,모하비,2WD KV300세부등급 없음,디젤,86891,2014,검정색,경기/인천,무사고,1890
2386,기아,올 뉴 K7,3.3 GDI 노블레스세부등급 없음,가솔린,50855,2016,은색,경기/인천,무사고,1850
2387,르노삼성,뉴QM3,RE세부등급 없음,디젤,32447,2018,흰색,경기/인천,무사고,1550
2388,기아,K7 프리미어 하이브리드,시그니쳐,가솔린+전기,30150,2020,검정색,경남,무사고,3850
2389,쌍용,티볼리,VX 2WD,가솔린,38354,2016,빨간색,경기/인천,무사고,1350
2390,현대,코나,1.6 터보 2WD모던 팝,가솔린,10824,2019,흰색,서울,무사고,2130
2391,르노삼성,SM6,2.0 GDe LE,가솔린,56501,2017,쥐색,서울,무사고,1560
2392,기아,K5 2세대,LPI MX노블레스,LPG,106737,2017,흰색,경남,무사고,1350
2393,기아,K8,가솔린 3.5 2WD시그니처,가솔린,5160,2022,검정색,경북,무사고,4860
2394,쉐보레(GM대우),더 뉴 카마로,SS 6.2,가솔린,5201,2019,검정색,서울,무사고,4110
2395,BMW,5시리즈 (G30),520i 럭셔리,가솔린,19958,2020,흰색,서울,무사고,5130
2396,제네시스,G90,가솔린 4WD3.8 프리미엄 럭셔리,가솔린,63905,2019,빨간색,경기/인천,무사고,6950
2397,벤츠,CLS-클래스 C257,CLS450 4MATIC AMG Line,가솔린,14421,2019,쥐색,경기/인천,무사고,8540
2398,기아,K5 3세대,가솔린 터보 1.6노블레스,가솔린,2824,2021,검정색,서울,무사고,3150
2399,BMW,1시리즈 (F20),118d 스포츠 5도어,디젤,72050,2016,주황색,서울,단순교환,1780
2400,쉐보레(GM대우),더 뉴 스파크,LS베이직,가솔린,6248,2021,흰색,전남,무사고,900
2401,기아,스포티지 4세대,디젤 2.0 2WD 노블레스세부등급 없음,디젤,106466,2016,흰색,충남,무사고,1610
2402,기아,올 뉴 쏘렌토,디젤 2.2 2WD노블레스 스페셜,디젤,85666,2016,은색,경남,무사고,2100
2403,쉐보레(GM대우),크루즈,1.8 LTZ+,가솔린,137701,2011,흰색,경기/인천,단순교환,470
2404,기아,더 뉴 쏘렌토,디젤 2.0 2WD노블레스,디젤,48847,2019,흰색,경기/인천,단순사고(접촉),2740
2405,기아,더 뉴 쏘렌토,디젤 2.2 4WD노블레스,디젤,47863,2018,흰색,충남,무사고,2580
2406,기아,K5 2세대,1.6 터보 SX노블레스,가솔린,92052,2017,검정색,경기/인천,무사고,1640
2407,르노삼성,SM6,2.0 GDe LE,가솔린,64557,2016,검정색,경남,무사고,1290
2408,제네시스,G80,3.3 GDI럭셔리,가솔린,52086,2018,쥐색,경기/인천,무사고,2930
2409,현대,더 뉴 그랜드 스타렉스,어반 9인승익스클루시브,디젤,20427,2018,쥐색,경북,무사고,2620
2410,기아,더 K9,3.8 GDI AWD플래티넘Ⅲ,가솔린,55515,2019,쥐색,전남,무사고,4760
2411,현대,아반떼 MD,M16 GDI 에비뉴,가솔린,89343,2014,흰색,경북,단순교환,900
2412,아우디,뉴 A6 (C7),35 TDI 다이나믹C7,디젤,53529,2015,흰색,경기/인천,무사고,2380
2413,쉐보레(GM대우),올란도,2.0 디젤 플래티넘 패키지,디젤,59198,2015,갈색,경기/인천,무사고,1130
2414,제네시스,EQ900,3.3 T-GDI AWD럭셔리,가솔린,50960,2018,검정색,경기/인천,단순교환,4550
2415,벤츠,E-클래스 W213,E300 아방가르드,가솔린,44946,2019,흰색,경기/인천,무사고,4900
2416,기아,더 뉴 K5 2세대,2.0노블레스,가솔린,17147,2020,흰색,전남,무사고,2270
2417,재규어,All New XJ,3.0D 프리미엄 럭셔리 LWBX351,디젤,32950,2019,흰색,경기/인천,무사고,5550
2418,현대,그랜저 IG,3.0 LPi 모던 (렌터카용),LPG,42592,2017,검정색,경기/인천,무사고,2170
2419,기아,올 뉴 K7,2.4 GDI 리미티드,가솔린,57866,2017,검정색,경기/인천,무사고,2130
2420,기아,더 뉴 K3,트렌디스타일,가솔린,43220,2018,흰색,경기/인천,단순교환,1320
2421,현대,그랜저 IG,2.4 프리미엄세부등급 없음,가솔린,109569,2018,쥐색,충남,단순교환,1890
2422,현대,아이오닉 하이브리드,Q,가솔린+전기,99098,2016,흰색,전남,무사고,1700
2423,쉐보레(GM대우),더 뉴 스파크,마이핏 에디션,가솔린,36003,2019,쥐색,경기/인천,무사고,1030
2424,기아,더 뉴 K3,트렌디스타일,가솔린,29900,2017,진주색,경북,무사고,1420
2425,쉐보레(GM대우),트랙스,1.6 디젤 LS 디럭스,디젤,50739,2016,검정색,서울,단순교환,1010
2426,벤츠,CLS-클래스 W218,CLS400,가솔린,30815,2015,쥐색,경기/인천,무사고,4400
2427,르노삼성,뉴SM3,LE,가솔린,80940,2014,진주색,경북,단순사고(접촉),590
2428,기아,K7 프리미어 하이브리드,시그니쳐,가솔린+전기,52568,2020,흰색,경북,무사고,3590
2429,기아,더 뉴 모하비,디젤 3.0 4WD프레지던트,디젤,82674,2017,검정색,충북,단순교환,2760
2430,기아,올 뉴 K3,노블레스,가솔린,22602,2019,흰색,경기/인천,단순사고(접촉),1710
2431,현대,그랜드 스타렉스,5인승 밴CVX 프리미엄,디젤,38540,2016,검정색,경북,무사고,1620
2432,벤츠,E-클래스 W213,E250 아방가르드,가솔린,6362,2020,은색,경기/인천,무사고,5380
2433,쌍용,뉴코란도 C,2.0 어드벤처 60th 에디션 4WD,디젤,89257,2014,흰색,경기/인천,무사고,1030
2434,포드,익스플로러,3.5 리미티드 4WD5세대,가솔린,26283,2018,검정색,경기/인천,무사고,3900
2435,현대,쏘나타 DN8,1.6 터보프리미엄 패밀리,가솔린,3224,2021,흰색,경기/인천,무사고,2830
2436,BMW,3시리즈 (F30),320d ED에디션,디젤,122274,2015,흰색,경기/인천,무사고,1650
2437,기아,모닝 어반,가솔린 1.0프레스티지,가솔린,11695,2021,진주색,서울,무사고,1160
2438,벤츠,E-클래스 W212,E220 블루텍 아방가르드,디젤,108950,2016,쥐색,경기/인천,단순교환,2430
2439,쉐보레(GM대우),뉴 다마스,5인승 코치리빅,LPG,40720,2017,흰색,경기/인천,무사고,580
2440,기아,올 뉴 K7,3.3 GDI 노블레스스페셜,가솔린,69944,2017,검정색,경기/인천,무사고,2280
2441,아우디,뉴 A6 (C7),2.0 TDI 다이나믹C7,디젤,93732,2014,검정색,경기/인천,무사고,1940
2442,기아,올 뉴 프라이드,1.6 GDI 세단프레스티지,가솔린,52869,2012,은색,경남,무사고,680
2443,현대,싼타페 TM,디젤 2.2 4WD프레스티지,디젤,32926,2019,흰색,경남,무사고,3230
2444,혼다,올뉴어코드,2.49세대,가솔린,106721,2015,흰색,충남,단순교환,1140
2445,현대,싼타페 더 프라임,디젤 2.0 2WD프리미엄,디젤,92366,2016,청색,경기/인천,무사고,1820
2446,쉐보레(GM대우),더 넥스트 스파크,LT플러스,가솔린,28655,2017,검정색,경기/인천,무사고,810
2447,기아,스포티지 4세대,디젤 2.0 2WD 노블레스플러스,디젤,95852,2018,흰색,경기/인천,단순교환,1710
2448,기아,올 뉴 모닝 (JA),레이디,가솔린,49286,2017,흰색,경기/인천,단순사고(접촉),870
2449,현대,제네시스 DH,G330 모던 AWD,가솔린,52550,2016,쥐색,경북,무사고,2330
2450,르노삼성,SM6,2.0 LPe SE (렌터카),LPG,86608,2017,흰색,서울,단순교환,1200
2451,벤츠,S-클래스 W222,마이바흐 S600,가솔린,98501,2016,검정색,서울,무사고,11500
2452,쉐보레(GM대우),임팔라,3.6 프리미어,가솔린,22685,2019,검정색,경기/인천,무사고,2630
2453,기아,레이,터보,가솔린,77326,2013,흰색,경기/인천,무사고,950
2454,제네시스,GV70,가솔린 터보 3.5AWD,가솔린,5914,2021,흰색,경기/인천,무사고,6990
2455,쉐보레(GM대우),더 뉴 말리부,1.3 터보 LT디럭스,가솔린,2268,2022,쥐색,충북,무사고,2310
2456,기아,올 뉴 프라이드,1.6 GDI 세단럭셔리,가솔린,60163,2014,흰색,서울,단순교환,820
2457,현대,쏘나타 DN8,2.0 가솔린프리미엄 패밀리,가솔린,11485,2020,쥐색,경기/인천,무사고,2470
2458,기아,올 뉴 K7,3.0 LPI 디럭스,LPG,109332,2017,쥐색,경남,무사고,1490
2459,기아,K8,가솔린 2.5시그니처,가솔린,3543,2022,흰색,경기/인천,무사고,4430
2460,기아,K7 프리미어,가솔린 2.5X 에디션,가솔린,20441,2020,흰색,경북,무사고,3160
2461,현대,아반떼 AD,1.6 GDI 스타일,가솔린,66151,2018,은색,충남,무사고,1190
2462,BMW,6시리즈 GT (G32),630d xDrive M 스포츠,디젤,76688,2018,쥐색,경기/인천,단순교환,5600
2463,BMW,2시리즈 액티브 투어러 (F45),조이,디젤,44522,2019,쥐색,경기/인천,무사고,2420
2464,르노삼성,뉴SM3,RE,가솔린,93985,2011,검정색,경기/인천,무사고,530
2465,쉐보레(GM대우),어메이징 뉴 크루즈,1.4 터보 LTZ,가솔린,94860,2016,쥐색,충남,무사고,920
2466,기아,올 뉴 K3,럭셔리,가솔린,15612,2020,쥐색,경기/인천,무사고,1720
2467,르노삼성,SM6,1.6 TCe RE,가솔린,43244,2017,흰색,서울,무사고,1780
2468,기아,니로,프레스티지,가솔린+전기,51115,2018,흰색,경기/인천,무사고,1990
2469,기아,K5,LPI 럭셔리,LPG,100675,2013,흰색,경기/인천,무사고,890
2470,기아,올 뉴 쏘렌토,디젤 2.0 2WD프레스티지,디젤,56211,2017,청색,경기/인천,무사고,2120
2471,쉐보레(GM대우),트랙스,1.4 LT 디럭스,가솔린,75812,2013,쥐색,서울,무사고,990
2472,캐딜락,CT6,3.6 플래티넘 AWD,가솔린,10479,2019,검정색,경기/인천,무사고,5890
2473,제네시스,G90,가솔린 4WD5.0 프레스티지,가솔린,16311,2019,자주색,경기/인천,무사고,8220
2474,르노삼성,뉴QM3,RE파노라믹 에디션,디젤,8304,2018,흰색,충북,무사고,1720
2475,기아,더 K9,3.8 GDI AWD플래티넘Ⅱ,가솔린,20986,2019,검정색,경기/인천,무사고,4230
2476,쉐보레(GM대우),볼트 EV,EV프리미어,전기,46457,2018,흰색,경기/인천,무사고,2320
2477,쌍용,코란도 투리스모,4WD 9인승 어드벤처 60th 에디션,디젤,67918,2015,검정색,경기/인천,무사고,1250
2478,쌍용,티볼리,VX 2WD,가솔린,36931,2017,흰색,서울,단순교환,1390
2479,벤츠,S-클래스 W222,S350 d 4MATIC,디젤,83593,2016,은색,서울,무사고,6300
2480,쉐보레(GM대우),스파크,스파크 SLT,가솔린,50649,2014,은색,경남,단순사고(접촉),580
2481,BMW,1시리즈 (F20),118d 어반 5도어,디젤,91516,2014,은색,전남,무사고,1250
2482,기아,스팅어,3.3 터보 AWDGT,가솔린,36142,2018,검정색,경기/인천,무사고,3590
2483,제네시스,GV80,디젤 3.0AWD (7인승),디젤,13514,2020,쥐색,경북,무사고,7300
2484,벤츠,E-클래스 W212,E220 블루텍 아방가르드 스포츠,디젤,95159,2016,흰색,서울,무사고,2800
2485,현대,LF 쏘나타,2.0 케어플러스,가솔린,21926,2017,은회색,경기/인천,단순교환,1720
2486,현대,LF 쏘나타,2.0 스마트세부등급 없음,가솔린,43724,2016,은색,경기/인천,단순교환,1510
2487,쉐보레(GM대우),더 뉴 스파크,프리미어,가솔린,36241,2020,쥐색,경기/인천,무사고,950
2488,쉐보레(GM대우),라세티 프리미어,1.8 CDX ID고급형,가솔린,77462,2010,검정색,경기/인천,무사고,460
2489,기아,니로,프레스티지,가솔린+전기,35238,2017,갈색,경기/인천,무사고,2070
2490,기아,올 뉴 모닝 (JA),트렌디,가솔린,30788,2018,진주색,경기/인천,단순교환,740
2491,기아,더 K9,3.3 T-GDI AWD그랜드 마스터즈,가솔린,85448,2019,검정색,경북,무사고,4720
2492,기아,K5 3세대,가솔린 터보 1.6시그니처,가솔린,1601,2021,검정색,충북,무사고,3190
2493,기아,K7 프리미어,가솔린 2.5노블레스,가솔린,28257,2020,검정색,경기/인천,무사고,3150
2494,현대,베라크루즈,디젤 2WD 익스클루시브스페셜,디젤,103400,2015,검정색,전남,무사고,2090
2495,BMW,3시리즈 GT (F34),GT 320d M 스포츠 프리미엄,디젤,15303,2020,흰색,서울,무사고,4420
2496,제네시스,G80,3.3 GDI AWD럭셔리,가솔린,86400,2018,쥐색,경기/인천,무사고,2990
2497,기아,올 뉴 카니발,9인승 노블레스 스페셜,디젤,108751,2018,흰색,경남,무사고,2330
2498,제네시스,G90,가솔린 4WD3.8 럭셔리,가솔린,38393,2020,쥐색,경기/인천,무사고,6700
2499,르노삼성,XM3,가솔린 터보 1.3RE 시그니쳐,가솔린,28917,2020,흰색,경북,무사고,2180
2500,쉐보레(GM대우),더 뉴 아베오 세단,1.4 터보 LS,가솔린,17525,2017,흰색,충북,무사고,930
2501,르노삼성,SM6,1.6 TCe LE,가솔린,47657,2016,흰색,서울,무사고,1540
2502,기아,카니발 R,그랜드 카니발 GLX고급형,디젤,47277,2014,검정색,경기/인천,무사고,1130
2503,기아,K7 프리미어 하이브리드,시그니쳐,가솔린+전기,16347,2020,진주색,경북,무사고,3790
2504,쉐보레(GM대우),리얼 뉴 콜로라도,가솔린 4WD3.6 익스트림,가솔린,28045,2021,검정색,경기/인천,무사고,3890
2505,쌍용,티볼리 에어,디젤 RX 2WD,디젤,23189,2016,흰색,경기/인천,무사고,1600
2506,기아,더 뉴 니로,노블레스 스폐셜,가솔린+전기,15339,2020,진주색,서울,무사고,2770
2507,기아,K5 2세대,2.0 MX디럭스,가솔린,119754,2016,흰색,경기/인천,단순교환,1060
2508,기아,더 뉴 니로,노블레스 스폐셜,가솔린+전기,30062,2020,쥐색,경북,무사고,2780
2509,쉐보레(GM대우),더 넥스트 스파크,LT세부등급 없음,가솔린,20811,2017,흰색,경북,무사고,730
2510,기아,셀토스,가솔린 터보 1.6 4WD노블레스,가솔린,22973,2020,흰색,경북,무사고,2850
2511,볼보,S60,D42세대,디젤,84148,2018,쥐색,서울,무사고,2210
2512,현대,아반떼 AD,1.6 GDI 스마트스페셜,가솔린,124080,2016,쥐색,서울,단순교환,1000
2513,현대,그랜저 HG,HG240 모던,가솔린,76910,2013,은회색,충남,단순교환,1120
2514,쌍용,렉스턴 스포츠,디젤 2.2 2WD프레스티지,디젤,30016,2020,쥐색,경남,무사고,2200
2515,쉐보레(GM대우),스파크,LT기본형,가솔린,62877,2014,흰색,경기/인천,무사고,570
2516,기아,올 뉴 카니발,9인승 럭셔리,디젤,70683,2018,검정색,경기/인천,무사고,1950
2517,현대,쏘나타 뉴 라이즈,1.6 터보 프리미엄,가솔린,57759,2018,검정색,경북,무사고,2090
2518,벤츠,C-클래스 W205,C43 AMG 4MATIC,가솔린,4896,2020,검정색,경기/인천,무사고,6350
2519,폭스바겐,골프 7세대,2.0 TDI,디젤,59904,2015,쥐색,경기/인천,무사고,1550
2520,기아,올 뉴 K7,3.0 GDI 리미티드,가솔린,78695,2018,청색,경기/인천,무사고,2100
2521,현대,더 뉴 싼타페,디젤 2.2 2WD프레스티지,디젤,29631,2021,쥐색,경기/인천,무사고,3320
2522,르노삼성,SM7 노바,2.5 V6,가솔린,36949,2017,은색,경기/인천,무사고,1710
