,name,brand,color,fuel,accident,price,mile,model
295,3시리즈 (F30),BMW,흰색,디젤,무사고,2540,81688,320d M 스포츠
296,5시리즈 GT (F07),BMW,청색,디젤,무사고,2130,136049,GT ED Edition
297,더 K9,기아,검정색,가솔린,무사고,4390,71010,3.3 T-GDI AWD마스터즈 Ⅱ
298,QM6,르노삼성,흰색,가솔린,단순교환,2390,26125,가솔린 2WD RE 시그니처
299,더 뉴 QM6,르노삼성,쥐색,LPG,무사고,2290,21296,LPG 2WD(일반인판매용)2.0 LPe LE
300,캡티바,쉐보레(GM대우),흰색,디젤,무사고,1150,100157,2WD LT 프리미엄
301,XM3,르노삼성,쥐색,가솔린,무사고,2260,15980,가솔린 터보 1.3RE 시그니쳐
302,올 뉴 카니발,기아,검정색,디젤,무사고,2620,38852,9인승 아웃도어프레스티지
303,5시리즈 (G30),BMW,쥐색,가솔린,무사고,4420,46095,530i M 스포츠 플러스
304,에쿠스(신형),현대,검정색,가솔린,단순교환,2950,72602,VS500프레스티지
305,SM6,르노삼성,검정색,디젤,단순사고(접촉),1070,105052,1.5 dCi LE
306,G80,제네시스,검정색,가솔린,무사고,3500,72334,3.3 GDI AWD프리미엄 럭셔리
307,그랜저 IG,현대,검정색,가솔린,무사고,2450,30609,2.4 프리미엄스페셜
308,더 뉴 모하비,기아,검정색,디젤,무사고,3050,52228,디젤 3.0 4WD프레지던트
309,더 넥스트 스파크,쉐보레(GM대우),흰색,가솔린,무사고,810,32187,LT플러스
310,G80,제네시스,검정색,가솔린,무사고,2800,86301,3.3 GDI럭셔리
311,더 뉴 니로,기아,흰색,가솔린+전기,무사고,2590,22071,노블레스
312,쏘나타 DN8,현대,흰색,가솔린,무사고,2300,61963,2.0 가솔린프리미엄 패밀리
313,베리 뉴 티볼리,쌍용,흰색,가솔린,무사고,1930,17642,1.5 가솔린 2WDV5
314,더 뉴 K3 GT 2세대,기아,흰색,가솔린,무사고,2840,5392,1.6 터보 5도어시그니처
315,더 뉴 모하비,기아,쥐색,디젤,단순교환,2940,51473,디젤 3.0 4WD프레지던트
316,더 뉴 QM6,르노삼성,검정색,가솔린,무사고,2810,9933,가솔린 2WD2.0 GDe 프리미에르
317,5시리즈 (G30),BMW,청색,가솔린,무사고,4870,14429,520i 럭셔리
318,그랜저 HG,현대,검정색,가솔린,무사고,1260,75322,HG240 모던
319,더 뉴 니로,기아,청색,가솔린+전기,무사고,2720,22640,노블레스 스폐셜
320,올 뉴 카니발,기아,검정색,디젤,무사고,1530,132604,9인승 럭셔리
321,패스파인더 4세대,닛산,쥐색,가솔린,무사고,2780,25419,3.5 4WD
322,레니게이드,지프,주황색,디젤,단순교환,2120,37749,2.0 디젤 론지튜드 AWD
323,더 뉴 말리부,쉐보레(GM대우),검정색,가솔린,무사고,3050,866,2.0 터보 레드라인
324,볼트 EV,쉐보레(GM대우),흰색,전기,무사고,2550,20004,EV프리미어
325,YF 쏘나타,현대,검정색,가솔린,무사고,590,134386,Y20 프라임최고급형
326,셀토스,기아,청색,가솔린,무사고,2710,23628,가솔린 터보 1.6 4WD노블레스
327,올 뉴 쏘렌토,기아,검정색,디젤,무사고,1760,158699,디젤 2.2 4WD노블레스
328,그랜저 HG,현대,흰색,가솔린,단순교환,1080,118668,HG240 럭셔리
329,쏘나타 뉴 라이즈,현대,청색,가솔린,사고,1860,51457,2.0 프리미엄 스페셜
330,QM6,르노삼성,흰색,가솔린,무사고,1920,59636,가솔린 2WD LE
331,SM3 네오,르노삼성,흰색,가솔린,단순교환,680,117592,RE
332,E-클래스 W213,벤츠,검정색,가솔린,무사고,5100,19385,E300 아방가르드
333,쿠퍼 클럽맨(2세대),미니,청색,가솔린,무사고,2990,20625,High
334,G80,제네시스,검정색,가솔린,단순교환,2790,48800,3.3 GDI럭셔리
335,K8,기아,쥐색,가솔린,무사고,4480,2642,가솔린 2.5시그니처
336,싼타페 더 프라임,현대,흰색,디젤,무사고,2500,59798,디젤 2.0 2WD익스클루시브 스페셜
337,스팅어,기아,흰색,디젤,무사고,2850,79492,2.2 디젤 AWD플래티넘
338,그랜저 IG 하이브리드,현대,검정색,가솔린+전기,무사고,2520,102418,익스클루시브세부등급 없음
339,SM6,르노삼성,쥐색,LPG,사고,1250,110231,2.0 LPe RE (장애인용)
340,더 넥스트 스파크,쉐보레(GM대우),쥐색,가솔린,무사고,920,31354,LTZ
341,LF 쏘나타,현대,쥐색,가솔린,단순사고(접촉),1360,25768,2.0 스타일스페셜
342,뉴 A3 (8V),아우디,흰색,가솔린,무사고,2380,19340,40 TFSI8V
343,레인지로버 4세대,랜드로버,검정색,디젤,무사고,6950,107180,4.4 SDV8 AB 디젤
344,팰리세이드,현대,청색,가솔린,무사고,3830,31333,가솔린 3.8 2WD프레스티지 (7인승)
345,올뉴어코드,혼다,흰색,가솔린,단순교환,1140,106721,2.49세대
346,QM3,르노삼성,진주색,디젤,무사고,920,106442,RE
347,코나,현대,흰색,가솔린,무사고,1950,20645,1.6 터보 2WD모던 팝
348,포르테 쿱,기아,흰색,가솔린,단순교환,700,64816,1.6 GDI 프레스티지
349,그랜저 IG 하이브리드,현대,검정색,가솔린+전기,무사고,2420,72599,프리미엄
350,E-클래스 W213,벤츠,검정색,가솔린+전기,무사고,6550,46571,E300e 4MATIC 익스클루시브
351,더 뉴 K3 2세대,기아,청색,가솔린,무사고,2440,1569,시그니처
352,K7 하이브리드,기아,검정색,가솔린+전기,사고,1430,98742,700h 프레스티지
353,올 뉴 모닝 (JA),기아,진주색,가솔린,단순교환,920,15518,레이디
354,벨로스터 (JS),현대,검정색,가솔린,단순교환,1720,45053,1.6 터보 스포츠코어
355,카니발 R,기아,검정색,디젤,무사고,890,131963,그랜드 카니발 GLX고급형
356,S90,볼보,흰색,디젤,단순교환,4180,20190,D5 AWD 모멘텀
357,그랜저 HG,현대,은색,가솔린,단순사고(접촉),1100,140134,HG240 모던
358,B-클래스 W246,벤츠,검정색,가솔린,무사고,2590,43371,B220
359,더 뉴 니로,기아,청색,가솔린+전기,무사고,2650,35734,노블레스 스폐셜
360,Q7 (4M),아우디,흰색,디젤,단순교환,4330,76482,35 TDI 콰트로 컴포트
361,포터2 CRDi 카고,현대,청색,디젤,무사고,1760,7800,초장축 슈퍼캡스마트
362,쏘나타 뉴 라이즈 하이브리드,현대,흰색,가솔린+전기,단순교환,2170,54724,모던
363,SM7 노바,르노삼성,쥐색,가솔린,단순사고(접촉),1070,98230,RE
364,K5,기아,쥐색,LPG,무사고,1140,55495,LPI 프레스티지
365,그랜저 HG,현대,진주색,LPG,단순교환,1390,93229,LPG HG300 모던
366,티구안 2세대,폭스바겐,쥐색,디젤,무사고,3600,9685,2.0 TDI 프레스티지
367,코나,현대,빨간색,가솔린,단순사고(접촉),1970,52930,1.6 터보 4WD프리미엄
368,더 뉴 카니발,기아,흰색,디젤,무사고,3080,62863,9인승 노블레스 스페셜
369,스팅어,기아,검정색,가솔린,무사고,3420,11923,2.0 터보 2WD플래티넘
370,더 뉴 쏘렌토,기아,흰색,디젤,무사고,2990,54809,디젤 2.0 2WD마스터
371,New 스포티지,기아,은색,디젤,단순교환,370,101883,디젤(VGT) 2WD TLX최고급형
372,리얼 뉴 콜로라도,쉐보레(GM대우),검정색,가솔린,무사고,4350,8442,가솔린 4WD3.6 Z71-X 미드나잇
373,더 뉴 모하비,기아,쥐색,디젤,단순교환,3570,31123,디젤 3.0 4WD프레지던트
374,4시리즈 (F32),BMW,쥐색,디젤,무사고,2730,65307,420d xDrive 스포츠 그란쿠페
375,GLC-클래스 X253,벤츠,흰색,디젤,단순교환,4250,98952,GLC220 d 4MATIC 프리미엄 쿠페
376,뉴 A3 (8V),아우디,흰색,가솔린,무사고,2340,35739,40 TFSI8V
377,올 뉴 투싼,현대,검정색,디젤,무사고,2330,23544,디젤 2.0 2WD프리미엄
378,레이,기아,하늘색,가솔린,단순교환,740,127374,프레스티지
379,크루즈,쉐보레(GM대우),검정색,가솔린,무사고,540,114076,1.8 LT+
380,K5,기아,진주색,가솔린,무사고,820,124387,2.0 노블레스
381,올 뉴 모닝,기아,흰색,가솔린,사고,490,53841,에코 다이나믹스 스마트
382,C4 칵투스,시트로엥,쥐색,디젤,무사고,1750,22384,1.5 BlueHDi 샤인
383,아반떼 AD,현대,쥐색,가솔린,무사고,1380,70511,1.6 GDI 스마트세부등급 없음
384,팰리세이드,현대,흰색,디젤,무사고,3830,48584,디젤 2.2 2WD프레스티지 (7인승)
385,아반떼 AD,현대,쥐색,가솔린,무사고,1610,17596,1.6 GDI 밸류 플러스
386,4시리즈 (F32),BMW,흰색,디젤,무사고,2350,113702,420d xDrive 스포츠 그란쿠페
387,스포티지 4세대,기아,흰색,디젤,무사고,1930,69222,디젤 2.0 2WD 노블레스플러스
388,E-클래스 W212,벤츠,쥐색,디젤,무사고,3050,44422,E220 블루텍 아방가르드 스포츠
389,3시리즈 GT (F34),BMW,은색,디젤,단순교환,3060,57295,GT 320d 럭셔리
390,캡처,르노삼성,진주색,가솔린,무사고,2020,4366,가솔린 1.3인텐스
391,GV70,제네시스,흰색,가솔린,무사고,6990,5914,가솔린 터보 3.5AWD
392,싼타페 TM,현대,갈색,가솔린,무사고,3230,39113,가솔린 2.0T 2WD인스퍼레이션
393,K7 프리미어,기아,쥐색,가솔린,무사고,3150,23261,가솔린 2.5노블레스
394,스파크,쉐보레(GM대우),분홍색,가솔린,무사고,470,76208,LT기본형
395,팰리세이드,현대,흰색,디젤,무사고,3980,27048,디젤 2.2 2WD프레스티지 (7인승)
396,K7 하이브리드,기아,검정색,가솔린+전기,무사고,1530,101802,700h 프레스티지
397,더 뉴 K5 2세대,기아,검정색,가솔린,무사고,2270,23704,2.0노블레스
398,제네시스,현대,은색,가솔린,무사고,960,107980,BH330 럭셔리기본형
399,SM6,르노삼성,흰색,가솔린,단순교환,1430,73301,2.0 GDe RE
400,카니발 R,기아,흰색,디젤,무사고,950,115225,그랜드 카니발 GLX최고급형
401,더 K9,기아,청색,가솔린,무사고,5200,33361,3.8 GDI AWD그랜드 플래티넘
402,G80,제네시스,검정색,가솔린,무사고,4290,71299,3.3 T-GDI AWD스포츠
403,올 뉴 말리부,쉐보레(GM대우),흰색,가솔린,무사고,1590,92881,1.5 터보 LTZ세부등급 없음
404,SM6,르노삼성,쥐색,LPG,무사고,1320,101282,2.0 LPe LE (장애인용)
405,아슬란,현대,은회색,가솔린,단순교환,1370,129636,G300 모던 스페셜
406,5시리즈 GT (F07),BMW,은색,디젤,무사고,2580,102751,GT ED Edition 럭셔리
407,G80,제네시스,검정색,가솔린,무사고,3990,48210,3.3 GDI AWD프리미엄 럭셔리
408,쏘나타 DN8,현대,흰색,가솔린,무사고,2650,28879,2.0 가솔린인스퍼레이션
409,스파크,쉐보레(GM대우),흰색,가솔린,단순교환,420,72415,LS스타
410,그랜저 IG,현대,검정색,가솔린,무사고,2170,75434,2.4 프리미엄세부등급 없음
411,벨로스터-N,현대,은회색,가솔린,단순사고(접촉),2340,31506,T-Gdi 2.0N 퍼포먼스패키지
412,그랜저 IG 하이브리드,현대,흰색,가솔린+전기,무사고,3310,41228,익스클루시브스페셜
413,올 뉴 모닝 (JA),기아,검정색,가솔린,무사고,980,28826,레이디
414,더 뉴 모닝,기아,진주색,가솔린,단순교환,760,21667,디럭스
415,더 뉴 스포티지 R,기아,흰색,디젤,단순교환,1320,118074,디젤 2WD 프레스티지
416,더 뉴 아반떼,현대,흰색,가솔린,단순교환,970,50016,1.6 GDi 스마트기본형
417,올 뉴 말리부,쉐보레(GM대우),쥐색,가솔린,단순교환,1520,81907,2.0 터보 LT프리미엄
418,더 뉴 K3 2세대,기아,흰색,가솔린,무사고,2450,1290,시그니처
419,크루즈,쉐보레(GM대우),검정색,가솔린,무사고,690,65241,1.8 LTZ+
420,X1 (F48),BMW,흰색,디젤,단순사고(접촉),2410,90107,xDrive 20d
421,코나 하이브리드,현대,흰색,가솔린+전기,무사고,2770,19147,가솔린 1.6 하이브리드프리미엄 스폐셜
422,올 뉴 말리부,쉐보레(GM대우),흰색,가솔린,단순교환,1480,92841,2.0 터보 LTZ프리미엄
423,올 뉴 프라이드,기아,빨간색,가솔린,단순교환,580,78655,1.6 GDI 세단프레스티지
424,더 넥스트 스파크,쉐보레(GM대우),진주색,가솔린,무사고,770,61438,LT플러스
425,쏘나타 DN8,현대,흰색,가솔린,무사고,3560,1723,2.5 터보 (N 라인)인스퍼레이션
426,더 뉴 스파크,쉐보레(GM대우),분홍색,가솔린,무사고,920,17997,LT
427,더 뉴 스파크,쉐보레(GM대우),흰색,가솔린,무사고,990,424,밴세부등급 없음
428,싼타페 DM,현대,은색,디젤,단순교환,1350,125125,디젤(e-VGT) 2.0 2WD 익스클루시브세부등급 없음
429,더 뉴 QM6,르노삼성,검정색,LPG,무사고,2470,55671,LPG 2WD(일반인판매용)2.0 LPe RE 시그니쳐
430,더 뉴 K3,기아,흰색,가솔린,무사고,1390,35821,트렌디스타일
431,더 뉴 레이,기아,쥐색,가솔린,무사고,1490,11627,프레스티지
432,SM5 노바,르노삼성,검정색,가솔린,단순사고(접촉),1080,48503,클래식
433,더 뉴 니로,기아,쥐색,가솔린+전기,무사고,2850,20956,노블레스 스폐셜
434,SM6,르노삼성,쥐색,가솔린,무사고,1610,70378,1.6 TCe RE
435,뉴 A4 (B8),아우디,흰색,디젤,무사고,1510,121964,35 TDI 콰트로B8
436,더 뉴 K5 2세대,기아,청색,가솔린,단순교환,1850,25962,1.6 터보노블레스
437,그랜저 HG,현대,연금색,가솔린,단순사고(접촉),820,128073,HG240 럭셔리
438,K8,기아,검정색,가솔린,무사고,4450,3026,가솔린 2.5시그니처
439,더 넥스트 스파크,쉐보레(GM대우),검정색,가솔린,무사고,770,28747,LT플러스
440,뉴QM3,르노삼성,쥐색,디젤,무사고,1520,33851,RE세부등급 없음
441,C3 에어크로스,시트로엥,검정색,디젤,무사고,1850,7959,디젤 1.5필
442,K7 프리미어 하이브리드,기아,쥐색,가솔린+전기,단순교환,3690,62588,시그니쳐
443,쏘나타 뉴 라이즈,현대,흰색,가솔린,단순교환,1320,73285,2.0 스타일
444,5시리즈 (G30),BMW,쥐색,가솔린,무사고,4570,24440,520i 럭셔리
445,아반떼 MD,현대,흰색,가솔린,단순사고(접촉),740,103808,M16 GDI 모던
446,뉴 ES300h,렉서스,쥐색,가솔린+전기,단순교환,2990,66546,슈프림XV60
447,셀토스,기아,청색,디젤,무사고,2800,25728,디젤 1.6 4WD노블레스
448,올 뉴 모닝,기아,흰색,가솔린,무사고,640,34000,럭셔리
449,SM6,르노삼성,쥐색,LPG,사고,1320,66076,2.0 LPe LE (장애인용)
450,5시리즈 (G30),BMW,쥐색,디젤,무사고,4130,74544,520d xDrive M 스포츠 플러스
451,K7 프리미어 하이브리드,기아,검정색,가솔린+전기,무사고,3390,24544,노블레스
452,더 뉴 스파크,쉐보레(GM대우),진주색,가솔린,무사고,1130,20448,프리미어
453,티볼리,쌍용,진주색,가솔린,단순교환,1480,12374,LX 2WD최고급형
454,LF 쏘나타,현대,흰색,가솔린,무사고,1560,29375,2.0 스마트세부등급 없음
455,XC90 2세대,볼보,쥐색,가솔린,무사고,5790,91208,T6 모멘텀
456,YF 쏘나타,현대,흰색,가솔린,단순사고(접촉),650,117761,Y20 프라임고급형
457,레이,기아,진주색,가솔린,단순사고(접촉),830,37324,밴 고급형
458,C-클래스 W205,벤츠,청옥색,디젤,무사고,4300,20325,C220 d 4MATIC AMG Line
459,더 뉴 K5 2세대,기아,검정색,가솔린,무사고,2210,41238,2.0인텔리전트
460,K5 2세대,기아,진주색,가솔린,무사고,1590,80446,2.0 MX노블레스 스페셜
461,코나,현대,흰색,가솔린,무사고,1970,24081,1.6 터보 2WD모던 아트
462,티볼리,쌍용,은색투톤,가솔린,단순사고(접촉),1150,79401,LX 2WD고급형
463,스팅어,기아,쥐색,가솔린,무사고,3980,30440,3.3 터보 AWDGT
464,GLC-클래스 X253,벤츠,흰색,가솔린+전기,무사고,4750,64180,GLC350e 4MATIC 프리미엄
465,더 뉴 모하비,기아,검정색,디젤,무사고,2830,64977,디젤 3.0 4WDVIP
466,그랜저 IG,현대,검정색,가솔린,무사고,2830,40702,3.3 셀러브리티
467,YF 쏘나타,현대,은색,가솔린,단순교환,710,93705,Y20 프리미어고급형
468,쏘나타 DN8,현대,검정색,가솔린,단순교환,2160,28863,2.0 가솔린프리미엄
469,쏘울,기아,빨간색,가솔린,무사고,590,55756,1.6 2U쿨
470,제네시스 DH,현대,쥐색,가솔린,단순교환,2370,76631,G330 프리미엄
471,더 뉴 레이,기아,흰색,가솔린,무사고,1420,4800,프레스티지
472,레인지로버 4세대,랜드로버,쥐색,디젤,무사고,11120,54048,4.4 SDV8 Vogue SE 디젤
473,더 넥스트 스파크,쉐보레(GM대우),흰색,가솔린,단순교환,820,26810,LTZ
474,더 넥스트 스파크,쉐보레(GM대우),보라색,가솔린,무사고,790,61084,LTZ
475,아슬란,현대,검정색,가솔린,단순교환,1860,102600,G330 익스클루시브
476,코란도 투리스모,쌍용,은색,디젤,무사고,990,72799,4WD GT 11인승
477,G80,제네시스,검정색,가솔린,무사고,3430,70691,3.3 GDI럭셔리
478,제네시스,현대,은회색,가솔린,단순교환,1180,98606,BH330 그랜드프라임팩
479,더 뉴 모하비,기아,진주색,디젤,무사고,3420,57966,디젤 3.0 4WD프레지던트
480,쏘나타 DN8,현대,빨간색,가솔린,무사고,2530,44299,2.0 가솔린인스퍼레이션
481,SM6,르노삼성,흰색,LPG,단순사고(접촉),1420,91085,2.0 LPe RE (장애인용)
482,G4 렉스턴,쌍용,흰색,디젤,무사고,3300,18530,디젤 2.2 4WD화이트 에디션
483,그랜저 IG 하이브리드,현대,검정색,가솔린+전기,무사고,2550,61606,프리미엄
484,더 뉴 코란도 스포츠,쌍용,흰색,디젤,무사고,1920,59097,2.2 CX7 4WD비젼
485,올 뉴 K3,기아,쥐색,가솔린,무사고,1720,15612,럭셔리
486,더 뉴 K5 2세대,기아,검정색,가솔린,무사고,1830,69855,2.0노블레스
487,팰리세이드,현대,검정색,가솔린,무사고,3940,31986,가솔린 3.8 2WD프레스티지 (7인승)
488,더 뉴 맥스크루즈,현대,검정색,디젤,무사고,2790,45876,디젤 2.2 4WD파이니스트 에디션
489,K7 프리미어 하이브리드,기아,검정색,가솔린+전기,단순교환,3600,49176,시그니쳐
490,올란도,쉐보레(GM대우),쥐색,디젤,무사고,1270,70949,1.6 디젤 LT세이프티
491,올 뉴 모닝 (JA),기아,흰색,가솔린,무사고,1030,29903,프레스티지
492,그랜저 IG,현대,검정색,가솔린,단순교환,1920,115418,3.0 익스클루시브세부등급 없음
493,LF 쏘나타,현대,쥐색,가솔린,단순교환,1150,82174,2.0 스타일스페셜
494,G80,제네시스,쥐색,가솔린,단순교환,3750,32480,3.3 GDI AWD프리미엄 럭셔리
495,그랜저 HG 하이브리드,현대,흰색,가솔린+전기,무사고,1720,101560,프리미엄
496,더 뉴 K5 2세대,기아,흰색,가솔린,무사고,2130,20655,2.0프레스티지
497,아발론,도요타,검정색,가솔린,단순교환,1590,55892,리미티드
498,5시리즈 (G30),BMW,쥐색,디젤,무사고,4230,64411,520d xDrive M 스포츠 플러스
