,brand,name,year,info,km,location,price,type,color,websites
22894,쉐보레(GM대우),스파크,11/06식(12년형),LT,"151,000km",서울,250,가솔린,흰색,Ncar
22895,기아,K5,10/11식(11년형),2.0 럭셔리,"71,000km",서울,750,가솔린,흰색,Ncar
22896,르노삼성,SM3 Z.E.,16/12식,SE,"60,375km",대구,899,전기,흰색,Ncar
22897,르노삼성,뉴SM5(신형),12/07식,LPLI 택시렌터카 최고급형,"217,628km",경기,260,LPG(일반인 구입),흰색,Ncar
22898,제네시스,더 뉴 G70,21/06식,가솔린 2.0T 2WD,"4,490km",경기,"4,620",가솔린,흰색,Ncar
22899,르노삼성,SM6,19/04식,2.0 LPe RE,"17,403km",경기,"2,050",LPG(일반인 구입),흰색,Ncar
22900,쉐보레(GM대우),알페온,12/10식,EL300,"71,080km",대구,990,가솔린,흰색,Ncar
22901,쉐보레(GM대우),스파크,13/01식,LPG LS,"174,197km",경기,309,LPG(일반인 구입),흰색,Ncar
22902,쌍용,티볼리 에어,18/10식(19년형),가솔린 1.6 IX 2WD,"26,641km",경기,"1,590",가솔린,흰색,Ncar
22903,현대,더 뉴 싼타페,21/06식,가솔린 2.5T 2WD,"4,097km",경기,"4,150",가솔린,흰색,Ncar
22904,현대,아반떼 HD,09/03식,1.6 VVT S16,"102,782km",경남,400,가솔린,흰색,Ncar
22905,현대,싼타페 DM,12/05식(13년형),디젤(e-VGT) 2.0 2WD 프리미엄,"85,000km",경남,"1,470",디젤,흰색,Ncar
22906,기아,더 뉴 카니발,19/06식,11인승 프레스티지,"44,169km",경남,"2,360",디젤,흰색,Ncar
22907,르노삼성,SM7 New Art,11/07식,SE 플레져,"90,637km",전북,480,가솔린,흰색,Ncar
22908,현대,제네시스 쿠페,11/11식,200 터보 R,"109,228km",강원,720,가솔린,흰색,Ncar
22909,기아,더 뉴 스포티지 R,13/10식(14년형),디젤 2WD 노블레스,"131,764km",강원,"1,270",디젤,흰색,Ncar
22910,기아,카니발 R,11/03식,그랜드 카니발 GLX,"170,000km",경기,560,디젤,흰색,Ncar
22911,,,,,,,,,흰색,Ncar
22912,현대,싼타페 DM,13/03식,디젤(e-VGT) 2.0 2WD 익스클루시브,"175,948km",경기,"1,350",디젤,흰색,Ncar
22913,기아,K5 2세대,17/12식(18년형),LPI MX,"53,000km",대구,"1,420",LPG(일반인 구입),흰색,Ncar
22914,현대,뉴 투싼 ix,13/10식(14년형),디젤(e-VGT) 2WD,"105,000km",경기,"1,149",디젤,흰색,Ncar
22915,현대,아반떼 AD,18/06식,1.6 GDI 모던,"24,000km",경기,"1,499",가솔린,흰색,Ncar
22916,기아,카니발 4세대,20/09식(21년형),7인승 시그니처,"20,000km",경기,"4,599",디젤,흰색,Ncar
22917,기아,K5 하이브리드 2세대,17/03식,노블레스,"101,391km",충북,"1,650",가솔린+전기,흰색,Ncar
22918,쌍용,티볼리,15/11식(16년형),디젤 VX 2WD,"151,291km",광주,999,디젤,흰색,Ncar
22919,쉐보레(GM대우),트레일블레이저,21/05식(22년형),1.3 터보 4WD,"5,360km",경기,"2,990",가솔린,흰색,Ncar
22920,기아,스포티지 R,13/01식,디젤 2WD TLX,"114,016km",전북,990,디젤,흰색,Ncar
22921,쉐보레(GM대우),뉴 다마스,11/06식(12년형),2인승 판넬밴,"115,935km",서울,290,LPG(일반인 구입),흰색,Ncar
22922,쌍용,베리 뉴 티볼리,20/10식(21년형),가솔린 1.5 2WD,"2,800km",경남,"2,090",가솔린,흰색,Ncar
22923,쉐보레(GM대우),더 넥스트 스파크,17/03식,LT,"61,885km",울산,820,가솔린,흰색,Ncar
22924,기아,스포티지 4세대,17/08식(18년형),디젤 2.0 2WD 노블레스,"55,995km",경기,"1,990",디젤,흰색,Ncar
22925,현대,올 뉴 투싼,16/03식,디젤 2.0 2WD,"57,529km",경기,"2,030",디젤,흰색,Ncar
22926,현대,팰리세이드,20/01식,디젤 2.2 4WD,"43,475km",경기,"4,050",디젤,흰색,Ncar
22927,쌍용,뷰티풀 코란도,21/07식(22년형),가솔린 1.5 2WD C5,"3,173km",경기,"2,290",가솔린,흰색,Ncar
22928,쌍용,티볼리 에어,18/07식,가솔린 1.6 IX 2WD,"35,538km",경기,"1,630",가솔린,흰색,Ncar
22929,현대,팰리세이드,20/01식,디젤 2.2 4WD,"43,475km",경기,"4,050",디젤,흰색,Ncar
22930,현대,올 뉴 투싼,16/03식,디젤 2.0 2WD,"57,529km",경기,"2,030",디젤,흰색,Ncar
22931,기아,카니발 R,13/02식,그랜드 카니발 GLX,"153,000km",경기,670,디젤,흰색,Ncar
22932,쌍용,뷰티풀 코란도,21/07식(22년형),가솔린 1.5 2WD C5,"3,173km",경기,"2,290",가솔린,흰색,Ncar
22933,쌍용,티볼리 에어,18/07식,가솔린 1.6 IX 2WD,"35,538km",경기,"1,630",가솔린,흰색,Ncar
22934,현대,올 뉴 투싼,16/03식,디젤 2.0 2WD,"57,555km",경기,"2,030",디젤,흰색,Ncar
22935,르노삼성,마스터,20/12식,2.3 15인승,"9,478km",대구,"3,870",디젤,흰색,Ncar
22936,쉐보레(GM대우),크루즈,12/10식(13년형),1.8 LT+,"176,104km",대구,350,가솔린,흰색,Ncar
22937,기아,레이,14/12식(15년형),프레스티지,"30,000km",인천,990,가솔린,흰색,Ncar
22938,현대,아반떼 AD,17/10식(18년형),1.6 LPI 스타일(렌터카),"108,092km",경기,999,LPG(일반인 구입),흰색,Ncar
22939,현대,YF 쏘나타,09/10식(10년형),LPI 탑,"290,000km",경기,250,LPG(일반인 구입),흰색,Ncar
22940,르노삼성,QM3,17/07식,RE 시그니처,"46,664km",인천,"1,250",디젤,흰색,Ncar
22941,기아,더 뉴 카니발,18/07식(19년형),11인승 디럭스,"31,002km",인천,"1,970",디젤,흰색,Ncar
22942,현대,베뉴,19/09식(20년형),1.6 모던,"21,226km",경남,"1,790",가솔린,흰색,Ncar
22943,쉐보레(GM대우),뉴 다마스,15/02식,5인승 코치,"65,370km",부산,480,LPG(일반인 구입),흰색,Ncar
22944,현대,싼타페 더 프라임,15/06식(16년형),디젤 2.0 2WD,"67,226km",경북,"2,060",디젤,흰색,Ncar
22945,쌍용,코란도 투리스모,15/07식,4WD 익스트림 9인승,"99,741km",경북,"1,130",디젤,흰색,Ncar
22946,르노삼성,뉴SM5 플래티넘,14/08식,디젤 D,"90,877km",경북,740,디젤,흰색,Ncar
22947,기아,K5 2세대,15/07식(16년형),LPI SX,"183,681km",경북,790,LPG(일반인 구입),흰색,Ncar
22948,기아,K5 2세대,15/08식(16년형),LPI MX,"139,946km",경북,890,LPG(일반인 구입),흰색,Ncar
22949,기아,K5 2세대,15/08식(16년형),2.0 터보 SX,"78,072km",경북,"1,699",가솔린,흰색,Ncar
22950,현대,아반떼 MD,11/04식,M16 GDI 럭셔리,"201,062km",경북,460,가솔린,흰색,Ncar
22951,현대,아반떼 MD,11/04식,M16 GDI 럭셔리,"125,414km",경북,649,가솔린,흰색,Ncar
22952,현대,스타리아,21/10식(22년형),4WD 투어러 11인승,113km,인천,"3,350",디젤,흰색,Ncar
22953,쉐보레(GM대우),트랙스,15/04식,1.4 LT,"74,761km",부산,980,가솔린,흰색,Ncar
22954,기아,올 뉴 K7,16/12식(17년형),2.2 디젤 리미티드,"88,291km",울산,"1,850",디젤,흰색,Ncar
22955,르노삼성,SM5 뉴 임프레션,09/04식,SE 플러스,"150,410km",인천,240,가솔린,흰색,Ncar
22956,현대,그랜저 IG,18/09식(19년형),3.0 LPI 익스클루시브,"103,157km",경기,"2,499",LPG(일반인 구입),흰색,Ncar
22957,제네시스,G80,19/06식,3.3 GDI AWD,"21,847km",경기,"4,359",가솔린,흰색,Ncar
22958,기아,더 뉴 니로,19/05식(20년형),1.6 HEV,"33,898km",경기,"2,679",가솔린+전기,흰색,Ncar
22959,현대,투싼,08/11식(09년형),디젤(CRDI) 2WD MX,"111,000km",경기,330,디젤,흰색,Ncar
22960,쉐보레(GM대우),트랙스,16/03식,1.4 LT 래더패키지,"96,000km",경기,"1,000",가솔린,흰색,Ncar
22961,현대,그랜저 IG,17/09식(18년형),2.2 디젤 프리미엄,"85,132km",경기,"1,930",디젤,흰색,Ncar
22962,쌍용,티볼리,16/03식,디젤 LX 2WD,"57,317km",경기,"1,360",디젤,흰색,Ncar
22963,쌍용,티볼리,16/03식,디젤 LX 2WD,"57,317km",경기,"1,360",디젤,흰색,Ncar
22964,현대,올 뉴 투싼,17/06식,디젤 2.0 2WD,"111,406km",부산,"1,600",디젤,흰색,Ncar
22965,기아,K5 2세대,16/10식(17년형),LPI MX,"98,421km",부산,"1,480",LPG(일반인 구입),흰색,Ncar
22966,기아,더 뉴 K3 2세대,21/04식(22년형),1.6,"2,029km",경기,"2,370",가솔린,흰색,Ncar
22967,기아,카니발 4세대,20/08식(21년형),7인승 시그니처,"8,610km",경기,"4,590",디젤,흰색,Ncar
22968,기아,올 뉴 쏘렌토,17/02식,디젤 2.0 2WD,"74,000km",부산,"1,999",디젤,흰색,Ncar
22969,현대,그랜저 HG,15/01식,LPG HG300 택시형,"271,673km",광주,"1,350",LPG(일반인 구입),흰색,Ncar
22970,쌍용,더 뉴 코란도 스포츠,17/12식(18년형),2.2 익스트림 4WD,"47,942km",울산,"1,899",디젤,흰색,Ncar
22971,기아,K3,13/10식,트렌디,"122,225km",충북,840,가솔린,흰색,Ncar
22972,기아,스포티지 4세대,16/01식,디젤 1.7 2WD 노블레스,"96,201km",울산,"1,670",디젤,흰색,Ncar
22973,쌍용,티볼리,17/06식,LX 2WD,"26,485km",경기,"1,540",가솔린,흰색,Ncar
22974,쉐보레(GM대우),라세티 프리미어,10/11식,1.8 CDX ID,"225,000km",대구,210,가솔린,흰색,Ncar
22975,현대,베라크루즈,13/10식(14년형),디젤 4WD 300VXL,"208,932km",경기,"1,280",디젤,흰색,Ncar
22976,현대,싼타페 더 프라임,15/12식(16년형),디젤 2.2 2WD,"61,978km",대구,"2,140",디젤,흰색,Ncar
22977,기아,레이,17/08식,프레스티지 바이퓨얼,"34,197km",경기,"1,289",가솔린+LPG,흰색,Ncar
22978,기아,올 뉴 K3,18/07식(19년형),럭셔리,"118,573km",경기,"1,340",가솔린,흰색,Ncar
22979,현대,싼타페 CM,08/01식,2WD(2.0VGT) 스타일팩,"205,247km",제주,450,디젤,흰색,Ncar
22980,기아,그랜드 카니발,07/01식,GLX,"135,869km",경남,450,디젤,흰색,Ncar
22981,기아,쏘렌토 R,09/05식(10년형),디젤 2.2 2WD 리미티드,"220,000km",전남,650,디젤,흰색,Ncar
22982,제네시스,G80 (RG3),20/11식(21년형),가솔린 2.5 터보 AWD,"3,500km",서울,"6,100",가솔린,흰색,Ncar
22983,현대,올 뉴 투싼,17/06식,디젤 2.0 2WD,"130,946km",경기,"1,380",디젤,흰색,Ncar
22984,현대,아반떼 AD,18/02식,1.6 e-VGT 스마트,"64,967km",경기,"1,189",디젤,흰색,Ncar
22985,기아,레이,17/11식,밴,"166,000km",대전,459,가솔린,흰색,Ncar
22986,현대,그랜저 IG,19/02식,2.4 프리미엄,"29,275km",부산,"2,900",가솔린,흰색,Ncar
22987,현대,LF 쏘나타,14/05식(15년형),2.0 프리미엄,"135,865km",부산,"1,340",가솔린,흰색,Ncar
22988,쉐보레(GM대우),트랙스,16/01식,1.6 디젤 프리미엄,"101,195km",부산,"1,020",디젤,흰색,Ncar
22989,쌍용,뷰티풀 코란도,19/11식(20년형),가솔린 1.5 2WD C5,"6,980km",경기,"1,790",가솔린,흰색,Ncar
22990,,,,,,,,,흰색,Ncar
22991,현대,i30 (PD),16/10식(17년형),디젤 1.6,"58,182km",경기,"1,330",디젤,흰색,Ncar
22992,쌍용,티볼리 아머,19/04식,기어 플러스Ⅱ 2WD,"42,913km",경기,"1,420",가솔린,흰색,Ncar
22993,쉐보레(GM대우),더 뉴 스파크,20/04식,프리미어,"15,351km",경기,"1,000",가솔린,흰색,Ncar
22994,기아,올 뉴 카니발,15/01식,9인승 프레스티지,"81,844km",경기,"2,100",디젤,흰색,Ncar
22995,쉐보레(GM대우),더 뉴 스파크,20/04식,프리미어,"15,351km",경기,"1,000",가솔린,흰색,Ncar
22996,기아,올 뉴 카니발,15/01식,9인승 프레스티지,"81,844km",경기,"2,100",디젤,흰색,Ncar
22997,기아,레이,16/06식,디럭스,"111,000km",충북,790,가솔린,흰색,Ncar
22998,르노삼성,더 뉴 QM6,21/09식,2.0 LPe RE 시그니처 2WD,10km,광주,"2,950",LPG(일반인 구입),흰색,Ncar
22999,르노삼성,XM3,20/12식,1.6 GTe LE Plus,"2,988km",제주,"1,980",가솔린,흰색,Ncar
23000,기아,쏘렌토 4세대,20/10식(21년형),디젤 2.2 4WD,"18,595km",경기,"4,420",디젤,흰색,Ncar
23001,현대,코나,18/05식,디젤 1.6 2WD,"33,600km",울산,"2,250",디젤,흰색,Ncar
23002,현대,아반떼 MD,11/03식,M16 GDI 탑,"77,000km",울산,720,가솔린,흰색,Ncar
23003,쉐보레(GM대우),뉴 다마스,16/08식(17년형),5인승 코치,"58,507km",울산,520,LPG(일반인 구입),흰색,Ncar
23004,현대,싼타페 더 프라임,16/11식(17년형),디젤 2.0 2WD,"81,360km",제주,"2,050",디젤,흰색,Ncar
23005,기아,더 뉴 스포티지 R,14/07식,디젤 2WD 프레스티지,"52,059km",제주,"1,350",디젤,흰색,Ncar
23006,기아,더 뉴 K5,13/09식(14년형),럭셔리,"68,988km",제주,"1,200",가솔린,흰색,Ncar
23007,기아,스포티지 R,12/12식(13년형),디젤 2WD TLX,"153,209km",경북,830,디젤,흰색,Ncar
23008,현대,테라칸,04/03식,4WD JX290 골드,"255,245km",대전,300,디젤,흰색,Ncar
23009,현대,그랜저 HG,12/02식,HG300 프라임,"170,000km",전북,780,가솔린,흰색,Ncar
23010,쌍용,뉴코란도 C,15/05식,2.0 RX 2WD,"123,762km",대구,970,디젤,흰색,Ncar
23011,제네시스,EQ900,16/05식,5.0 GDI AWD 리무진,"122,277km",경기,"4,150",가솔린,흰색,Ncar
23012,기아,더 뉴 쏘렌토,19/03식(20년형),디젤 2.0 2WD,"55,282km",경기,"2,699",디젤,흰색,Ncar
23013,쉐보레(GM대우),말리부,14/08식,2.4 LTZ,"107,884km",경기,890,가솔린,흰색,Ncar
23014,쉐보레(GM대우),더 뉴 트랙스,17/01식,1.6 디젤 LTZ,"77,895km",경기,"1,380",디젤,흰색,Ncar
23015,쉐보레(GM대우),더 넥스트 스파크,16/11식(17년형),밴,"104,964km",울산,500,가솔린,흰색,Ncar
23016,쉐보레(GM대우),마티즈 크리에이티브,09/09식(10년형),재즈,"60,000km",전남,380,가솔린,흰색,Ncar
23017,기아,더 뉴 K7,15/05식,2.4 GDI 프레스티지,"91,000km",전남,"1,550",가솔린,흰색,Ncar
23018,기아,K5,10/10식(11년형),LPI 프레스티지,"150,000km",전남,720,LPG(일반인 구입),흰색,Ncar
23019,현대,그랜저 HG,14/08식(15년형),HG240 모던,"100,000km",전남,"1,380",가솔린,흰색,Ncar
23020,현대,올 뉴 투싼,16/12식(17년형),디젤 1.7 2WD,"132,000km",광주,"1,550",디젤,흰색,Ncar
23021,현대,아반떼 HD,07/03식,1.6 VVT S16,"122,747km",울산,999,가솔린,흰색,Ncar
23022,기아,더 뉴 K7,14/03식,2.4 GDI 프레스티지,"45,814km",경기,"1,350",가솔린,흰색,Ncar
23023,쉐보레(GM대우),더 뉴 트랙스,18/04식,1.4 프리미어,"47,030km",경기,"1,630",가솔린,흰색,Ncar
23024,르노삼성,QM6,17/10식(18년형),가솔린 2WD SE,"47,920km",경기,"1,680",가솔린,흰색,Ncar
23025,현대,뉴 투싼 ix,14/04식,디젤(e-VGT) 2WD,"135,377km",경기,"1,150",디젤,흰색,Ncar
23026,현대,싼타페 TM,18/04식(19년형),디젤 2.2 4WD,"64,847km",경기,"2,770",디젤,흰색,Ncar
23027,기아,올 뉴 카니발,16/07식(17년형),가솔린 9인승 노블레스,"33,754km",경기,"2,570",가솔린,흰색,Ncar
23028,기아,더 뉴 니로,19/05식(20년형),1.6 HEV,"38,260km",경기,"2,600",가솔린+전기,흰색,Ncar
23029,현대,아반떼 AD,18/03식,1.6 GDI 밸류 플러스,"39,634km",경기,"1,390",가솔린,흰색,Ncar
23030,기아,스포티지 4세대,17/02식,디젤 2.0 2WD 노블레스,"60,720km",경기,"1,920",디젤,흰색,Ncar
23031,기아,스포티지 4세대,17/02식,디젤 2.0 2WD 노블레스,"60,720km",경기,"1,920",디젤,흰색,Ncar
23032,현대,아반떼 AD,18/03식,1.6 GDI 밸류 플러스,"39,634km",경기,"1,390",가솔린,흰색,Ncar
23033,기아,올 뉴 카니발,17/12식(18년형),11인승 프레스티지,"52,799km",인천,"2,050",디젤,흰색,Ncar
23034,현대,그랜드 스타렉스,13/11식(14년형),3인승 밴,"99,853km",인천,"1,180",디젤,흰색,Ncar
23035,기아,카니발 R,11/08식,그랜드 카니발 가솔린 President,"97,367km",경기,"1,050",가솔린,흰색,Ncar
23036,쉐보레(GM대우),뉴 라보,12/10식(13년형),SUPER,"96,957km",인천,350,LPG(일반인 구입),흰색,Ncar
23037,기아,모하비,08/02식,2WD JV300,"277,500km",대구,680,디젤,흰색,Ncar
23038,쌍용,렉스턴 W,16/11식(17년형),2.0 4WD RX7,"111,816km",인천,"1,380",디젤,흰색,Ncar
23039,현대,그랜저 HG,12/12식,HG240 럭셔리,"77,969km",경기,"1,200",가솔린,흰색,Ncar
23040,현대,올 뉴 투싼,16/07식(17년형),가솔린 1.6 터보 2WD,"24,155km",인천,"1,910",가솔린,흰색,Ncar
23041,기아,K5 2세대,16/05식,1.7 디젤 SX,"71,135km",광주,"1,390",디젤,흰색,Ncar
23042,현대,그랜저 IG,19/02식,3.0 LPi 모던 (렌터카),"34,067km",광주,"2,430",LPG(일반인 구입),흰색,Ncar
23043,현대,LF 쏘나타,16/11식(17년형),2.0 스타일,"174,016km",인천,780,가솔린,흰색,Ncar
23044,,,,,,,,,흰색,Ncar
23045,르노삼성,뉴SM5(신형),10/11식(11년형),RE,"101,538km",부산,480,가솔린,흰색,Ncar
23046,현대,아반떼 AD,16/03식,1.6 GDI 스타일,"138,442km",인천,880,가솔린,흰색,Ncar
23047,쉐보레(GM대우),뉴 다마스,13/08식(14년형),5인승 코치,"66,129km",경기,450,LPG(일반인 구입),흰색,Ncar
23048,제네시스,GV80,20/06식,3.5T 가솔린 AWD,"39,015km",경기,"7,640",가솔린,흰색,Ncar
23049,현대,i30,11/04식,1.6 VVT 프리미어,"78,525km",전북,520,가솔린,흰색,Ncar
23050,현대,그랜저 HG,12/06식,HG240 럭셔리,"132,905km",경남,990,가솔린,흰색,Ncar
23051,기아,니로,18/01식,프레스티지,"75,174km",인천,"1,920",가솔린+전기,흰색,Ncar
23052,제네시스,G80,18/04식,2.2D,"55,234km",경북,"3,500",디젤,흰색,Ncar
23053,쌍용,코란도 지프,95/03식,지프-4 RS,"99,929km",충북,650,디젤,흰색,Ncar
23054,기아,K5,10/10식(11년형),LPI 스마트,"173,528km",충북,600,LPG(일반인 구입),흰색,Ncar
23055,기아,스포티지 4세대,18/07식,디젤 2.0 2WD 프레스티지,"124,715km",경기,"1,299",디젤,흰색,Ncar
23056,기아,스토닉,18/05식,디젤 1.6,"109,179km",경기,"1,199",디젤,흰색,Ncar
23057,현대,아반떼 AD,15/10식(16년형),1.6 GDI 스마트,"74,120km",제주,"1,200",가솔린,흰색,Ncar
23058,현대,쏘나타 하이브리드,12/06식,2.0,"121,000km",제주,950,가솔린+전기,흰색,Ncar
23059,현대,그랜저 IG,17/10식(18년형),3.0 LPi 모던 (렌터카),"45,000km",경기,"2,250",LPG(일반인 구입),흰색,Ncar
23060,기아,더 뉴 프라이드,15/01식,4DR 1.6 GDI,"95,280km",경남,680,가솔린,흰색,Ncar
23061,현대,스타리아,21/07식(22년형),투어러 11인승,21km,광주,"3,154",디젤,흰색,Ncar
23062,기아,더 뉴 K5 2세대,19/03식,2.0,"12,781km",경남,"1,870",가솔린,흰색,Ncar
23063,기아,K5 2세대,16/06식,2.0 SX,"100,803km",부산,"1,380",가솔린,흰색,Ncar
23064,기아,K5 2세대,16/06식,2.0 SX,"100,803km",부산,"1,380",가솔린,흰색,Ncar
23065,쉐보레(GM대우),캡티바,16/06식,2WD LTZ,"52,907km",광주,"1,650",디젤,흰색,Ncar
23066,현대,아반떼 AD,17/08식(18년형),1.6 GDI 밸류 플러스,"63,260km",광주,"1,350",가솔린,흰색,Ncar
23067,쉐보레(GM대우),더 뉴 스파크,21/09식,프리미어,"2,111km",광주,"1,300",가솔린,흰색,Ncar
23068,기아,더 K9,19/11식(20년형),3.8 GDI,"30,000km",부산,"3,900",가솔린,흰색,Ncar
23069,쉐보레(GM대우),스파크,12/07식,LS,"121,390km",경기,270,가솔린,흰색,Ncar
23070,기아,K5 2세대,15/08식(16년형),1.7 디젤 SX,"90,432km",부산,"1,390",디젤,흰색,Ncar
23071,기아,모하비,15/08식,4WD KV300,"156,098km",경기,"1,820",디젤,흰색,Ncar
23072,기아,더 뉴 레이,19/07식,프레스티지,"34,940km",부산,"1,320",가솔린,흰색,Ncar
23073,르노삼성,뉴SM5 플래티넘,13/08식,SE 플러스,"67,116km",부산,860,가솔린,흰색,Ncar
23074,쉐보레(GM대우),캡티바,15/07식,2WD 어드벤처 패키지,"104,578km",부산,"1,180",디젤,흰색,Ncar
23075,쉐보레(GM대우),말리부,14/12식(15년형),LPGi 2.0 LT,"84,316km",전북,890,LPG(일반인 구입),흰색,Ncar
23076,,,,,,,,,흰색,Ncar
23077,기아,K5,11/05식,2.0 프레스티지,"100,300km",대구,810,가솔린,흰색,Ncar
23078,르노삼성,뉴SM5 플래티넘,14/01식,1.6 TCE,"93,002km",경기,730,가솔린,흰색,Ncar
23079,르노삼성,뉴SM5 플래티넘,14/01식,1.6 TCE,"93,002km",경기,730,가솔린,흰색,Ncar
23080,기아,더 뉴 레이,20/07식(21년형),시그니처,"8,235km",부산,"1,470",가솔린,흰색,Ncar
23081,현대,팰리세이드,19/01식,가솔린 3.8 4WD,"69,376km",울산,"3,590",가솔린,흰색,Ncar
23082,쌍용,티볼리,15/10식(16년형),LX 4WD,"44,143km",경기,"1,530",가솔린,흰색,Ncar
23083,현대,더 뉴 아반떼 AD,19/11식(20년형),1.6,"30,574km",경기,"1,630",가솔린,흰색,Ncar
23084,기아,뉴모닝,10/05식(11년형),SLX 스페셜,"73,443km",울산,395,가솔린,흰색,Ncar
23085,현대,더 뉴 아반떼 AD,19/11식(20년형),1.6,"30,574km",경기,"1,630",가솔린,흰색,Ncar
23086,기아,쏘울 EV,15/11식(16년형),EV,"95,339km",제주,"1,320",전기,흰색,Ncar
23087,기아,모닝 어반,20/11식(21년형),밴,"5,299km",전남,"1,090",가솔린,흰색,Ncar
23088,쉐보레(GM대우),스파크,14/07식,L,"110,000km",부산,380,가솔린,흰색,Ncar
23089,기아,K5 2세대,14/10식(15년형),LPI 택시형,"170,000km",대구,540,LPG(일반인 구입),흰색,Ncar
23090,쌍용,뷰티풀 코란도,21/03식,가솔린 1.5 2WD R-플러스,"1,059km",경기,"2,450",가솔린,흰색,Ncar
23091,쌍용,코란도 스포츠,13/08식(14년형),CX7 4WD,"145,368km",대구,980,디젤,흰색,Ncar
23092,기아,올 뉴 모닝,13/06식,럭셔리 스포츠,"82,257km",대구,660,가솔린,흰색,Ncar
23093,현대,아반떼 HD,09/06식,1.6 VVT S16,"60,000km",서울,470,가솔린,흰색,Ncar
23094,현대,올 뉴 투싼,17/06식(18년형),디젤 1.7 2WD,"27,189km",경기,"1,999",디젤,흰색,Ncar
23095,제네시스,G80,17/04식,3.3 GDI,"52,000km",경기,"3,800",가솔린,흰색,Ncar
23096,기아,더 뉴 레이,20/07식,프레스티지,"10,169km",전북,"1,450",가솔린,흰색,Ncar
23097,제네시스,G90,19/01식,3.8,"34,900km",경기,"6,800",가솔린,흰색,Ncar
23098,기아,올 뉴 카니발,15/06식(16년형),가솔린 7인승 리무진,"142,166km",경기,"2,000",가솔린,흰색,Ncar
23099,기아,쏘렌토 R,12/01식,디젤 2.0 2WD TLX,"176,042km",경기,900,디젤,흰색,Ncar
23100,르노삼성,SM6,19/07식,2.0 LPe SE (렌터카),"49,500km",충남,"1,499",LPG(일반인 구입),흰색,Ncar
23101,현대,더 뉴 싼타페,20/11식(21년형),디젤 2.2 2WD,"10,266km",서울,"4,999",디젤,흰색,Ncar
23102,현대,스타렉스,04/10식,3인승 판넬밴,"190,000km",부산,320,디젤,흰색,Ncar
23103,기아,K5,11/05식,2.0 노블레스,"106,780km",울산,940,가솔린,흰색,Ncar
23104,현대,아반떼 (CN7),20/09식(21년형),1.6,"6,408km",부산,"2,150",가솔린,흰색,Ncar
23105,현대,아반떼 MD,11/01식,M16 GDI 탑,"154,502km",충남,599,가솔린,흰색,Ncar
23106,쉐보레(GM대우),스파크,13/05식,L,"161,782km",충북,299,가솔린,흰색,Ncar
23107,쉐보레(GM대우),뉴 라보,19/10식(20년형),롱카고 DLX,"91,677km",충북,650,LPG(일반인 구입),흰색,Ncar
23108,기아,스포티지 R,11/09식(12년형),디젤 2WD TLX,"141,056km",충북,830,디젤,흰색,Ncar
23109,현대,베르나 트랜스폼,10/01식,1.4 DOHC 디럭스,"77,118km",충북,340,가솔린,흰색,Ncar
23110,기아,올 뉴 모닝 (JA),18/06식,밴,"4,771km",충북,720,가솔린,흰색,Ncar
23111,기아,더 뉴 니로,19/04식(20년형),1.6 HEV,"15,654km",경기,"2,760",가솔린+전기,흰색,Ncar
23112,르노삼성,더 뉴 QM6,21/09식,2.0 LPe RE 시그니처 2WD,7km,전북,"2,890",LPG(일반인 구입),흰색,Ncar
23113,르노삼성,더 뉴 QM6,21/09식,2.0 LPe RE 시그니처 2WD,7km,전북,"2,890",LPG(일반인 구입),흰색,Ncar
23114,현대,아반떼 AD,18/04식,1.6 GDI 밸류 플러스,"67,124km",전북,"1,390",가솔린,흰색,Ncar
23115,르노삼성,SM6,19/05식,2.0 프라임 PE,"22,415km",전북,"1,540",가솔린,흰색,Ncar
23116,기아,올 뉴 모닝 (JA),17/05식,밴,"28,653km",경기,649,가솔린,흰색,Ncar
23117,기아,더 뉴 레이,20/12식(21년형),프레스티지,530km,서울,"2,700",가솔린,흰색,Ncar
23118,기아,올 뉴 모닝,14/12식(15년형),밴,"55,500km",경남,380,가솔린,흰색,Ncar
23119,기아,올 뉴 카니발,17/09식(18년형),9인승 럭셔리,"109,256km",경기,"1,669",디젤,흰색,Ncar
23120,현대,그랜드 스타렉스,13/05식(14년형),3인승 밴,"84,000km",경기,"1,070",디젤,흰색,Ncar
23121,르노삼성,SM5 뉴 임프레션,09/12식(10년형),LE,"114,000km",경기,290,가솔린,흰색,Ncar
23122,쌍용,코란도 스포츠,13/03식,CX5 2WD,"210,000km",전남,750,디젤,흰색,Ncar
23123,기아,카니발 4세대,21/01식,9인승 노블레스,"13,410km",경기,"4,100",디젤,흰색,Ncar
23124,현대,쏘나타 (DN8),19/06식(20년형),2.0,"22,835km",울산,"2,300",가솔린,흰색,Ncar
23125,기아,올 뉴 카렌스,15/05식,2.0 LPi 프레스티지,"38,586km",경기,"1,400",LPG(일반인 구입),흰색,Ncar
23126,기아,올 뉴 카렌스,15/05식,2.0 LPi 프레스티지,"38,586km",경기,"1,400",LPG(일반인 구입),흰색,Ncar
23127,기아,올 뉴 쏘렌토,15/10식(16년형),디젤 2.0 2WD,"37,601km",경기,"2,250",디젤,흰색,Ncar
23128,기아,올 뉴 쏘렌토,15/10식(16년형),디젤 2.0 2WD,"37,601km",경기,"2,250",디젤,흰색,Ncar
