,brand,name,year,info,km,location,price,type,color
1608,현대,올 뉴 투싼,16/09식(17년형),디젤 1.7 2WD,"88,000km",부산,"1,820",디젤,진주색
1609,현대,NF 쏘나타 트랜스폼,08/03식,LPG N20 프리미어,"193,000km",부산,340,LPG(일반인 구입),진주색
1610,기아,더 뉴 K5,14/01식,럭셔리,"138,536km",대구,880,가솔린,진주색
1611,기아,레이,16/06식,럭셔리,"106,546km",대구,830,가솔린,진주색
1612,기아,올 뉴 K7,16/06식,2.2 디젤 프레스티지,"62,255km",부산,"1,799",디젤,진주색
1613,현대,에쿠스,04/06식,GS300,"91,777km",전북,270,가솔린,진주색
1614,기아,스포티지 4세대,17/06식(18년형),디젤 2.0 2WD 프레스티지,"70,154km",대구,"1,670",디젤,진주색
1615,기아,더 뉴 카니발,18/06식(19년형),9인승 프레스티지,"55,789km",대구,"2,700",디젤,진주색
1616,기아,스포티지 더 볼드,19/11식(20년형),디젤 2.0 2WD,"47,679km",대구,"2,200",디젤,진주색
1617,기아,더 뉴 레이,18/09식,트렌디,"106,477km",경기,870,가솔린,진주색
1618,기아,모닝 어반,21/06식,프레스티지,"9,018km",대전,"1,270",가솔린,진주색
1619,기아,올 뉴 모닝,13/05식,럭셔리,"51,900km",대구,569,가솔린,진주색
1620,기아,레이,14/10식(15년형),프레스티지,"53,919km",경기,939,가솔린,진주색
1621,기아,더 뉴 레이,18/09식,트렌디,"106,477km",경기,870,가솔린,진주색
1622,쌍용,렉스턴 W,13/06식,2.0 4WD RX7,"116,454km",충남,"1,179",디젤,진주색
1623,기아,레이,11/12식(12년형),디럭스,"43,560km",충남,499,가솔린,진주색
1624,르노삼성,뉴SM3,11/03식,LE,"102,884km",대전,480,가솔린,진주색
1625,현대,쏘나타 뉴 라이즈,17/04식(18년형),LPI 스타일,"127,290km",대구,"1,090",LPG(일반인 구입),진주색
1626,기아,올 뉴 모닝 (JA),18/03식,프레스티지,"21,667km",울산,"1,070",가솔린,진주색
1627,쉐보레(GM대우),더 넥스트 스파크,16/01식,LT,"63,676km",대전,700,가솔린,진주색
1628,기아,레이,15/06식(16년형),럭셔리,"45,695km",경기,970,가솔린,진주색
1629,기아,올 뉴 모닝,14/10식(15년형),럭셔리,"70,471km",경기,680,가솔린,진주색
1630,르노삼성,QM6,17/01식,디젤 2WD RE 시그니처,"75,233km",대전,"1,630",디젤,진주색
1631,르노삼성,SM5 뉴 임프레션,09/03식,LE 익스클루시브,"128,299km",경기,320,가솔린,진주색
1632,쉐보레(GM대우),더 넥스트 스파크,16/01식,LT,"63,676km",대전,700,가솔린,진주색
1633,기아,레이,15/06식(16년형),럭셔리,"45,695km",경기,970,가솔린,진주색
1634,,,,,,,,,진주색
1635,기아,올 뉴 모닝,14/10식(15년형),럭셔리,"70,471km",경기,680,가솔린,진주색
1636,르노삼성,QM6,17/01식,디젤 2WD RE 시그니처,"75,233km",대전,"1,630",디젤,진주색
1637,르노삼성,SM5 뉴 임프레션,09/03식,LE 익스클루시브,"128,299km",경기,320,가솔린,진주색
1638,기아,올 뉴 모닝,12/05식,디럭스 스페셜,"76,771km",대구,490,가솔린,진주색
1639,기아,더 뉴 모닝,16/07식,디럭스,"91,995km",대전,620,가솔린,진주색
1640,현대,싼타페 DM,15/08식,디젤(e-VGT) 2.0 2WD 프리미엄,"139,599km",대전,"1,500",디젤,진주색
1641,기아,더 프레스티지 K7,11/04식(12년형),2.4 GDI 디럭스,"253,000km",대구,370,가솔린,진주색
1642,기아,더 뉴 모닝,15/06식(16년형),럭셔리,"99,884km",광주,695,가솔린,진주색
1643,현대,팰리세이드,19/03식,디젤 2.2 4WD,"51,370km",대전,"3,730",디젤,진주색
1644,르노삼성,SM6,16/05식,2.0 GDe LE,"52,503km",대구,"1,390",가솔린,진주색
1645,기아,올 뉴 카니발,17/10식(18년형),9인승 노블레스 스페셜,"37,578km",부산,"2,890",디젤,진주색
1646,기아,올 뉴 K7,17/09식,3.0 LPI 프레스티지 (렌터카),"93,541km",부산,"1,750",LPG(일반인 구입),진주색
1647,기아,카니발 R,12/08식,그랜드 카니발 GLX,"165,317km",인천,620,디젤,진주색
1648,쉐보레(GM대우),더 넥스트 스파크,17/01식,LTZ,"58,327km",부산,920,가솔린,진주색
1649,기아,K5 하이브리드,12/06식(13년형),500h 럭셔리,"74,960km",부산,"1,220",가솔린+전기,진주색
1650,현대,아반떼 AD,17/02식,1.6 터보 스포츠,"50,770km",경남,"1,350",가솔린,진주색
1651,기아,올 뉴 모닝,14/12식(15년형),디럭스 트렌디,"47,307km",서울,620,가솔린,진주색
1652,기아,올 뉴 모닝,14/11식(15년형),럭셔리,"62,000km",부산,690,가솔린,진주색
1653,르노삼성,SM3 뉴 제너레이션,07/10식(08년형),LE16,"95,466km",대구,330,가솔린,진주색
1654,기아,더 뉴 모닝,15/05식(16년형),럭셔리,"105,000km",서울,590,가솔린,진주색
1655,기아,K5,11/02식,2.4 GDI 노블레스,"132,050km",대전,630,가솔린,진주색
1656,기아,로체 이노베이션,09/05식,LPI LX20,"150,000km",전북,399,LPG(일반인 구입),진주색
1657,기아,더 뉴 스포티지 R,15/05식(16년형),디젤 2WD 럭셔리,"150,000km",전북,999,디젤,진주색
1658,쉐보레(GM대우),올 뉴 말리부,18/08식,1.5 터보 LS,"32,376km",대전,"1,390",가솔린,진주색
1659,기아,올 뉴 모닝 (JA),20/01식,LPi 디럭스,"41,490km",대구,840,LPG(일반인 구입),진주색
1660,기아,올 뉴 모닝 (JA),18/12식,밴,"27,105km",대구,680,가솔린,진주색
1661,기아,올 뉴 K3,18/05식(19년형),럭셔리,"37,520km",대구,"1,460",가솔린,진주색
1662,기아,레이,13/01식,터보,"88,507km",경기,840,가솔린,진주색
1663,기아,올 뉴 모닝 (JA),20/01식,밴,"1,570km",울산,790,가솔린,진주색
1664,기아,레이,17/07식,럭셔리,"58,700km",울산,990,가솔린,진주색
1665,기아,더 뉴 K5,14/12식(15년형),럭셔리,"65,900km",울산,"1,230",가솔린,진주색
1666,쉐보레(GM대우),더 넥스트 스파크,17/08식,LTZ,"14,229km",부산,795,가솔린,진주색
1667,기아,올 뉴 모닝,13/03식,럭셔리 스포츠,"57,493km",경기,620,가솔린,진주색
