,brand,name,year,info,km,location,price,type,color
297,르노삼성,SM7 노바,16/03식,LPLI 2.0 LPe 장애인용,"112,532km",경기,820,LPG(일반인 구입),초록색
298,현대,코나,17/07식(18년형),1.6 터보 2WD,"52,690km",경기,"1,980",가솔린,초록색
299,현대,더 뉴 i40,15/10식(16년형),1.7 VGT,"127,000km",충남,"1,499",디젤,초록색
300,,,,,,,,,초록색
301,제네시스,G80 (RG3),20/07식(21년형),가솔린 2.5 터보 2WD,"15,000km",경기,"5,200",가솔린,초록색
302,현대,제네시스,14/01식,BH330 모던,"101,019km",대전,"1,150",가솔린,초록색
303,쉐보레(GM대우),스파크,12/03식,LT,"166,773km",강원,255,가솔린,초록색
304,현대,뉴 그랜저,97/04식,2.5 V6,"228,693km",대전,280,가솔린,초록색
305,기아,K5 2세대,16/02식,2.0 터보 SX,"88,418km",대구,"1,460",가솔린,초록색
306,기아,K5 3세대,20/01식,2.0,"21,965km",전북,"2,550",가솔린,초록색
307,쉐보레(GM대우),마티즈 크리에이티브,11/01식,그루브,"106,143km",전북,330,가솔린,초록색
308,기아,K8,21/04식(22년형),3.5 가솔린 2WD,"5,151km",전북,"4,650",가솔린,초록색
309,쌍용,티볼리,17/04식,VX 2WD,"12,312km",서울,"1,320",가솔린,초록색
310,기아,올 뉴 K7,18/05식,2.4 GDI 프레스티지,"107,105km",충북,"1,850",가솔린,초록색
311,현대,LF 쏘나타,16/10식(17년형),2.0 스마트,"49,000km",서울,"1,430",가솔린,초록색
312,기아,올 뉴 모닝,11/08식(12년형),밴,"259,000km",전북,280,가솔린,초록색
313,쉐보레(GM대우),스파크,12/09식,LT,"57,000km",경기,320,가솔린,초록색
314,기아,레이,12/04식,럭셔리,"83,837km",부산,760,가솔린,초록색
315,쉐보레(GM대우),더 뉴 말리부,19/02식,2.0 터보 LT,"17,500km",경기,"2,050",가솔린,초록색
316,기아,레이,12/10식(13년형),럭셔리 바이퓨얼,"235,754km",전북,530,가솔린+LPG,초록색
317,르노삼성,뉴SM5(신형),10/07식,LE,"141,142km",경기,390,가솔린,초록색
318,기아,레이,14/01식,디럭스,"144,000km",대전,590,가솔린,초록색
319,기아,K5 2세대,15/12식(16년형),LPI SX,"103,120km",대전,"1,150",LPG(일반인 구입),초록색
320,쉐보레(GM대우),올 뉴 말리부,17/08식,1.5 터보 LT,"57,050km",부산,"1,590",가솔린,초록색
